id	type	language	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	occurrenceStatus	preparations	disposition	samplingProtocol	samplingEffort	eventDate	eventTime	year	month	day	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	locality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	dateIdentified	identificationQualifier	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName
UPTC:26:25846	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25846	25846	"Saprófita, inflorescencia café en la parte externa, interior de rastrojo"	881	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-08	8:00/16:00	2018	12	08			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, interior de rastrojo mixto"	3249	3249	3411	5°56'53''N | 72°58'54.5''W	5°56'53''N	72°58'54.5''W	Grados minutos segundos	WGS84	5.9480556	-72.9818056	WGS84	María Malagón	2019-01-25	cf. crassa	Corynaea crassa	Plantae	Magnoliophyta	Magnoliopsida	Santalales	Balanophoraceae	Corynaea	crassa	Especie		Hook.f.	
UPTC:26:26080	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26080	26080	"Hierba 20 cm, tallos verdes, envés de las hojas rojizo, amento verde claro, en interior de rastrojo mixto"	882	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-08	8:00/16:00	2018	12	08			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, interior de rastrojo mixto"	3249	3249	3411	5°56'53''N | 72°58'54.5''W	5°56'53''N	72°58'54.5''W	Grados minutos segundos	WGS84	5.9480556	-72.9818056	WGS84	Naisla Manrique	2019-02-20		Peperomia rotundata	Plantae	Magnoliophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	rotundata	Especie		Kunth	
UPTC:26:25869	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25869	25869	"Saprófita, inflorescencia con brácteas color crema, en interior de rastrojo"	884	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-08	8:00/16:00	2018	12	08			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, interior de rastrojo mixto"	3249	3249	3411	5°56'53''N | 72°58'54.5''W	5°56'53''N	72°58'54.5''W	Grados minutos segundos	WGS84	5.9480556	-72.9818056	WGS84	María Malagón	2019-01-25		Langsdorffia hypogaea	Plantae	Magnoliophyta	Magnoliopsida	Santalales	Balanophoraceae	Langsdorffia	hypogaea	Especie		Mart.	
UPTC:26:26010	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26010	26010	"Planta parásita sobre ramas de árbol, flores rojas, estambres amarillos, tallos verdes, en borde de camino"	886	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-08	8:00/16:00	2018	12	08			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, camino a la laguna del Alto "	3249	3249	3411	5°56'50.8''N | 72°58'53.5''W	5°56'50.8''N	72°58'53.5''W	Grados minutos segundos	WGS84	5.9474444	-72.9815278	WGS84	María Malagón; Naisla Manrique; Humberto Mendoza	2019-02-05		Aetanthus mutisii	Plantae	Magnoliophyta	Magnoliopsida	Santalales	Loranthaceae	Aetanthus	mutisii	Especie		(Kunth) Engl.	
UPTC:26:26178	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26178	26178	"Hierba 25 cm, tallos verdes claro con espinas rojizas, espinas del envés de la hoja rojizas, flores con pétalos rosa, en borde de rastrojo"	887	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, camino a la planta de tratamiento"	3153	3153	3222	5°55'54.8''N | 72°58'39.9''W	5°55'54.8''N	72°58'39.9''W	Grados minutos segundos	WGS84	5.9318889	-72.97775	WGS84	Naisla Manrique	2019-02-20		Rubus acanthophyllos	Plantae	Magnoliophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	acanthophyllos	Especie		Focke	
UPTC:26:25868	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25868	25868	"Arbusto 1.70 m de altura, flores con pétalos blancos, frutos verdes inmaduros, maduran morado, en borde de camino"	888	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, planta de tratamiento"	3153	3153	3222	5°55'55.1''N | 72°58'46.1''W	5°55'55.1''N	72°58'46.1''W	Grados minutos segundos	WGS84	5.9319722	-72.9794722	WGS84	María Malagón	2019-01-25	cf. kunthiana	Ilex kunthiana	Plantae	Magnoliophyta	Magnoliopsida	Celastrales	Aquifoliaceae	Ilex	kunthiana	Especie		Triana	
UPTC:26:26012	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26012	26012	"Arbusto 1.6 m de altura, flores azul oscuro, labio inferior amarillo, frutos inamduros verde claro, tallo y envés de las hojas pubescente, en borde de potrero"	889	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, potrero"	3153	3153	3222	5°56'6.1''N | 72°59'4.7''W	5°56'6.1''N	72°59'4.7''W	Grados minutos segundos	WGS84	5.9350278	-72.9846389	WGS84	María Malagón	2019-02-11		Monnina aestuans	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Polygalaceae	Monnina	aestuans	Especie		(L. f.) DC.	
UPTC:26:26110	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26110	26110	"Arbusto 60 cm de talla, flores rojas, verde claro hacia el ápice, frutos inmaduros verde claro, borde de camino hacia la planta de tratamiento"	890	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, camino a la planta de tratamiento"	3153	3153	3222	5°55'54.8''N | 72°58'39.9''W	5°55'54.8''N	72°58'39.9''W	Grados minutos segundos	WGS84	5.9318889	-72.97775	WGS84	Naisla Manrique	2019-02-20		Cavendishia bracteata	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Ericaceae	Cavendishia	bracteata	Especie		(J.St.Hil.) Hoerold.	
UPTC:26:26086	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26086	26086	"Hierba 15 cm, tallos rojizos, envés de las hojas verde claro, con venas rojizas, haz de las hojas con escasos pelos blancos, más abundantes en el envés, inflorescencia con raquis geniculado, fruto verde, sobre roca en borde de quebrada"	891	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, quebrada San Antonio"	3153	3153	3222	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	Naisla Manrique	2019-02-20	cf. hispidula	Peperomia hispidula	Plantae	Magnoliophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	hispidula	Especie		(Sw.) A.Dietr.	
UPTC:26:25848	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25848	25848	"Hierba 70 cm de talla, espiguillas verde claro, en borde de quebrada"	892	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, quebrada San Antonio"	3153	3153	3222	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	Humberto Mendoza	2018-12-09		Holcus lanatus	Plantae	Magnoliophyta	Liliopsida	Poales	Poaceae	Holcus	lanatus	Especie		L.	
UPTC:26:25864	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25864	25864	"Hierba 80 cm de talla, espiguillas verde y café, en borde de quebrada"	895	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, quebrada San Antonio"	3153	3153	3222	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	María Malagón	2019-02-06		Carex pichinchensis	Plantae	Magnoliophyta	Liliopsida	Poales	Cyperaceae	Carex	pichinchensis	Especie		Kunth	
UPTC:26:26107	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26107	26107	"Hierba 40 cm de talla, cáliz de las flores morado, flores fucsia claro, blanco hacia el centro, en borde de quebrada"	896	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, quebrada San Antonio"	3153	3153	3222	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	Naisla Manrique	2019-02-20		Salvia amethystina	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	amethystina	Especie		Sm.	
UPTC:26:26027	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26027	26027	"Liana entre arbustos en borde de camino, cáliz verde, lígulas amarillas"	897	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, camino a la planta de tratamiento"	3153	3153	3222	5°55'54.8''N | 72°58'39.9''W	5°55'54.8''N	72°58'39.9''W	Grados minutos segundos	WGS84	5.9318889	-72.97775	WGS84	María Malagón	2019-02-18		Pentacalia americana	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Pentacalia	americana	Especie		(L. f.) Cuatrec.	
UPTC:26:26109	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26109	26109	"Arbusto 40 cm de talla, flores rosa con blanco hacia la base, en borde de potrero"	898	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, borde de potrero y rastrojo"	3153	3153	3222	5°56'6.7''N | 72°59'2.2''W	5°56'6.7''N	72°59'2.2''W	Grados minutos segundos	WGS84	5.9351944	-72.9839444	WGS84	Naisla Manrique	2019-02-20		Vaccinium floribundum	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	floribundum	Especie		Kunth	
UPTC:26:25857	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25857	25857	"Liana sobre arbolito, toda la planta pubescente, pétalos fucsia claro, tubo del cáliz verde, morado hacia los lóbulos, boca de la corola morada y blanco"	899	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, camino a la planta de tratamiento"	3153	3153	3222	5°55'54.8''N | 72°58'39.9''W	5°55'54.8''N	72°58'39.9''W	Grados minutos segundos	WGS84	5.9318889	-72.97775	WGS84	María Malagón	2019-02-20		Passiflora mixta	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora	mixta	Especie		L. f.	
UPTC:26:25937	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25937	25937	"Arbolito 3 m de altura, flores blancas, en borde de camino"	900	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, camino a la planta de tratamiento"	3153	3153	3222	5°55'54.8''N | 72°58'39.9''W	5°55'54.8''N	72°58'39.9''W	Grados minutos segundos	WGS84	5.9318889	-72.97775	WGS84	María Malagón	2019-01-25		Viburnum triphyllum	Plantae	Magnoliophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	triphyllum	Especie		Benth.	
UPTC:26:26044	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26044	26044	"Arbolito 2 m de altura, tallos jóvenes y peciolo de la hoja rojizo, frutos verde claro, en borde de camino"	901	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, planta de tratamiento"	3153	3153	3222	5°55'55.1''N | 72°58'46.1''W	5°55'55.1''N	72°58'46.1''W	Grados minutos segundos	WGS84	5.9319722	-72.9794722	WGS84	Humberto Mendoza	2019-02-19		Maytenus laxiflora	Plantae	Magnoliophyta	Magnoliopsida	Celastrales	Celastraceae	Maytenus	laxiflora	Especie		Triana & Planch.	
UPTC:26:25936	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25936	25936	"Hierba 70 cm, tallos rojizos, pubescentes, flores azules, botones florales blanquecinos, en borde de camino"	903	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, camino a la planta de tratamiento"	3153	3153	3222	5°55'54.8''N | 72°58'39.9''W	5°55'54.8''N	72°58'39.9''W	Grados minutos segundos	WGS84	5.9318889	-72.97775	WGS84	María Malagón	2019-02-01	cf. bogotensis	Lupinus bogotensis	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus	bogotensis	Especie		Benth.	
UPTC:26:26116	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26116	26116	"Arbusto 25 cm de talla, peciolos rojizos, raquis de la inflorescencia rosa claro, cáliz rosa oscuro, corola en tonos rosa y blanco, frutos maduros morado, borde de camino"	906	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, camino a la planta de tratamiento"	3153	3153	3222	5°55'54.8''N | 72°58'39.9''W	5°55'54.8''N	72°58'39.9''W	Grados minutos segundos	WGS84	5.9318889	-72.97775	WGS84	Naisla Manrique	2019-02-20		Gaultheria erecta	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Ericaceae	Gaultheria	erecta	Especie		Vent.	
UPTC:26:26053	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26053	26053	"Hierba 60 cm de talla, flor con pétalos amarillos, vena media de la hoja rojiza en el envés, en borde de camino"	908	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, camino a la planta de tratamiento"	3153	3153	3222	5°55'54.8''N | 72°58'39.9''W	5°55'54.8''N	72°58'39.9''W	Grados minutos segundos	WGS84	5.9318889	-72.97775	WGS84	María Malagón	2019-02-15		Bidens rubifolia	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	rubifolia	Especie		Kunth	
UPTC:26:26096	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26096	26096	"Terrestre, en borde de camino, 50 cm de talla, flores verde claro, verde oscuro en la parte externa"	909	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, camino a la planta de tratamiento"	3153	3153	3222	5°55'54.8''N | 72°58'39.9''W	5°55'54.8''N	72°58'39.9''W	Grados minutos segundos	WGS84	5.9318889	-72.97775	WGS84	Naisla Manrique	2019-02-20		Epidendrum erosum	Plantae	Magnoliophyta	Liliopsida	Asparagales	Orchidaceae	Epidendrum	erosum	Especie		Ames & C.Schweinf.	
UPTC:26:26056	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26056	26056	"Arbusto 1.70 m de altura, cáliz verde, más oscuro y con tonos vino hacia el ápice de los lóbulos, corola blanca con morado claro en los lobulos, verde hacia el interior del tubo, frutos amarillos, en borde de cmaino"	910	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, planta de tratamiento"	3153	3153	3222	5°55'55.1''N | 72°58'46.1''W	5°55'55.1''N	72°58'46.1''W	Grados minutos segundos	WGS84	5.9319722	-72.9794722	WGS84	Humberto Mendoza	2019-02-19		Duranta mutisii	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Verbenaceae	Duranta	mutisii	Especie		L.f.	
UPTC:26:26117	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26117	26117	"Arbusto 30 cm de talla, peciolos rojizos, flores rojizas, en borde de camino"	911	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, planta de tratamiento"	3153	3153	3222	5°55'55.1''N | 72°58'46.1''W	5°55'55.1''N	72°58'46.1''W	Grados minutos segundos	WGS84	5.9319722	-72.9794722	WGS84	Naisla Manrique	2019-02-20		Gaultheria erecta	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Ericaceae	Gaultheria	erecta	Especie		Vent.	
UPTC:26:25943	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25943	25943	"Parásita sobre rama de un arbustico, tallo verde-naranja, hojas verde naranja, frutos naranja, en potrero"	912	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, borde de potrero y rastrojo"	3153	3153	3222	5°56'6.7''N | 72°59'2.2''W	5°56'6.7''N	72°59'2.2''W	Grados minutos segundos	WGS84	5.9351944	-72.9839444	WGS84	María Malagón; Naisla Manrique; Humberto Mendoza	2019-02-05		Dendrophthora avenia	Plantae	Magnoliophyta	Magnoliopsida	Santalales	Santalaceae	Dendrophthora	avenia	Especie		(Trel.) Kuijt	
UPTC:26:26070	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26070	26070	"Arbusto 2 m de altura, frutos inmaduros verdes-maduran de amarillo a rojizo, hojas con olor, en potrero"	913	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, borde de potrero y rastrojo"	3153	3153	3222	5°56'6.7''N | 72°59'2.2''W	5°56'6.7''N	72°59'2.2''W	Grados minutos segundos	WGS84	5.9351944	-72.9839444	WGS84	María Malagón	2019-02-05		Myrcianthes leucoxyla	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcianthes	leucoxyla	Especie		(Ortega) McVaugh	
UPTC:26:26002	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26002	26002	"Arbusto 2 m de altura, flores con pétalos naranja, frutos maduran morado oscuro, ápice de las hojas con espina, en pastizal"	914	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, potrero"	3153	3153	3222	5°56'6.1''N | 72°59'4.7''W	5°56'6.1''N	72°59'4.7''W	Grados minutos segundos	WGS84	5.9350278	-72.9846389	WGS84	María Malagón	2019-01-25		Berberis rigidifolia	Plantae	Magnoliophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	rigidifolia	Especie		Kunth ex DC.	
UPTC:26:25932	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25932	25932	"Hierba 15 cm de talla, tallo vino, cáliz de la flor vino, corola blanca, morada hacia el ápice, pubescente, en pastizal"	915	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, potrero"	3153	3153	3222	5°56'6.1''N | 72°59'4.7''W	5°56'6.1''N	72°59'4.7''W	Grados minutos segundos	WGS84	5.9350278	-72.9846389	WGS84	María Malagón	2019-02-05		Orobanche minor	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Orobanchaceae	Orobanche	minor	Especie		Sm.	
UPTC:26:25998	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25998	25998	"Arbusto 2.5 m de altura, peciolo y base de la hoja rojizo, flores con pétalos amarillo-verdoso, fruto verde claro, en rastrojo mixto"	916	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, potrero"	3153	3153	3222	5°56'6.1''N | 72°59'4.7''W	5°56'6.1''N	72°59'4.7''W	Grados minutos segundos	WGS84	5.9350278	-72.9846389	WGS84	Humberto Mendoza	2019-02-19		Maytenus laxiflora	Plantae	Magnoliophyta	Magnoliopsida	Celastrales	Celastraceae	Maytenus	laxiflora	Especie		Triana & Planch.	
UPTC:26:25930	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25930	25930	"Epífita, roseta 70 cm, vaina con ntonos morados hacia la base de la lámina, inflorescencia 2 m, escapo de 1.60 m, brácteas verdes, morado hacia el ápice, brácteas primarias verde con morado, mas cortas que las espigas, 21 brácteas, una esteril en la base, flor con pétalos lila, sépalos verde claro carinados, 16 espigas, abundante mucílago, brácteas verde amarillento, moradas hacia el ápice y en el margen, carinadas"	917	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-09	8:00/16:00	2018	12	09			SA	Colombia	CO	Boyacá	Cerinza	"Vereda Cobagote, sector los Robles, potrero"	3153	3153	3222	5°56'6.1''N | 72°59'4.7''W	5°56'6.1''N	72°59'4.7''W	Grados minutos segundos	WGS84	5.9350278	-72.9846389	WGS84	María Malagón	2018-12-27	cf. clavigera	Tillandsia clavigera	Plantae	Magnoliophyta	Liliopsida	Poales	Bromeliaceae	Tillandsia	clavigera	Especie		Mez	
UPTC:26:25922	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25922	25922	"Hierba rasante, flores azules, blancas hacia el interior, en suelo húmedo en frailejonal"	919	María Malagón | Humberto Mendoza | Naisla Manrique	1	Presente	Seco	En colección	Colecta general	8 Horas/día	2018-12-10	8:00/16:00	2018	12	10			SA	Colombia	CO	Boyacá	Belén	"Vereda El Bosque, en zona de frontera con la Vereda Llano del Carmen y el municipio de Tutazá, páramo"	3487	3487	3730	6°4'45.9''N | 72°55'5.9''W	6°4'45.9''N	72°55'5.9''W	Grados minutos segundos	WGS84	6.0794167	-72.9183056	WGS84				Gentiana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana		Género	sp.		
