id	type	language	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	occurrenceStatus	preparations	disposition	samplingProtocol	samplingEffort	eventDate	eventTime	year	month	day	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	locality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	dateIdentified	identificationQualifier	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName
UPTC:26:27356	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27356	27356		D.A-Moreno 4030	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Frullania standaertii	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	standaertii	Especie		Steph.	Hepática
UPTC:26:27357	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27357	27357		D.A-Moreno 4031	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Neckera scabridens	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Neckera	scabridens	Especie		Müll.Hal.	Musgo
UPTC:26:27358	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27358	27358		D.A-Moreno 4032	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Thuidiaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Thuidiaceae			Familia			Musgo
UPTC:26:27359	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27359	27359		D.A-Moreno 4033	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Isopterygium tenerifolium	Plantae	Bryophyta	Bryopsida	Hypnales	Pylaisiadelphaceae	Isopterygium	tenerifolium	Especie		Mitt.	Musgo
UPTC:26:27360	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27360	27360		D.A-Moreno 4034	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Pylaisia falcata	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Pylaisia	falcata	Especie		Schimp.	Musgo
UPTC:26:27361	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27361	27361		D.A-Moreno 4035	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Frullania riojaneirensis	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	riojaneirensis	Especie		(Raddi.) Angstr	Hepática
UPTC:26:27362	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27362	27362		D.A-Moreno 4036	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Bryum andicola	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Bryum	andicola	Especie		Hook.	Musgo
UPTC:26:27363	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27363	27363		D.A-Moreno 4037	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27364	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27364	27364		D.A-Moreno 4038	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Campylopus	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus		Género	sp.		Musgo
UPTC:26:27365	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27365	27365		D.A-Moreno 4039	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Barbula indica	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Barbula	indica	Especie		(Hook.) Spreng	Musgo
UPTC:26:27366	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27366	27366		D.A-Moreno 4040	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Grimmia longirostris	Plantae	Bryophyta	Bryopsida	Grimmiales	Grimmiaceae	Grimmia	longirostris	Especie		Hook.	Musgo
UPTC:26:27367	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27367	27367		D.A-Moreno 4041	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Pylaisia falcata	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Pylaisia	falcata	Especie		Schimp.	Musgo
UPTC:26:27368	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27368	27368		D.A-Moreno 4042	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Neckera ehrenbergii	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Neckera	ehrenbergii	Especie		Müll.Hal.	Musgo
UPTC:26:27369	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27369	27369		D.A-Moreno 4043	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Bryum andicola	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Bryum	andicola	Especie		Hook.	Musgo
UPTC:26:27370	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27370	27370		D.A-Moreno 4044	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Leptodontium viticulosoides	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Leptodontium	viticulosoides	Especie		(P.Beauv.) Wijk & Margad.	Musgo
UPTC:26:27371	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27371	27371		D.A-Moreno 4045	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Macromitrium aureum	Plantae	Bryophyta	Bryopsida	Orthotrichales	Orthotrichaceae	Macromitrium	aureum	Especie		Müll.Hal.	Musgo
UPTC:26:27372	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27372	27372		D.A-Moreno 4046	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Frullania paradoxa	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	paradoxa	Especie		Lehm. & Lindenb.	Hepática
UPTC:26:27373	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27373	27373		D.A-Moreno 4047	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Polytrichadelphus longisetus	Plantae	Bryophyta	Polytrichopsida	Polytrichales	Polytrichaceae	Polytrichadelphus	longisetus	Especie		(Brid.) Mitt.	Musgo
UPTC:26:27374	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27374	27374		D.A-Moreno 4048	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27375	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27375	27375		D.A-Moreno 4049	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Entodon jamesonii	Plantae	Bryophyta	Bryopsida	Hypnales	Entodontaceae	Entodon	jamesonii	Especie		(Taylor.) Mitt.	Musgo
UPTC:26:27376	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27376	27376		D.A-Moreno 4050	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Hedwigidium imberbe	Plantae	Bryophyta	Bryopsida	Hedwigiales	Hedwigiaceae	Hedwigidium	imberbe	Especie		(Sm.) Bruch & Schimp.	Musgo
UPTC:26:27377	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27377	27377		D.A-Moreno 4051	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-04	8:00/16:00	2018	12	04	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	2760	2760	2760	6°0'18.8''N | 72°58'25.9''W	6°0'18.8''N	72°58'25.9''W	Grados minutos segundos	WGS84	6.0052222	-72.9738611	WGS84	D. A. Moreno			Racomitrium crispipilum	Plantae	Bryophyta	Bryopsida	Grimmiales	Grimmiaceae	Racomitrium	crispipilum	Especie		(Taylor.) A. Jaeger	Musgo
UPTC:26:27378	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27378	27378		D.A-Moreno 4052	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Campylopus	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus		Género	sp.		Musgo
UPTC:26:27379	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27379	27379		D.A-Moreno 4053	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Frullania peruviana	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	peruviana	Especie		Gottsche.	Hepática
UPTC:26:27380	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27380	27380		D.A-Moreno 4054	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27381	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27381	27381		D.A-Moreno 4055	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Frullania paradoxa	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	paradoxa	Especie		Lehm. & Lindenb.	Hepática
UPTC:26:27382	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27382	27382		D.A-Moreno 4056	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Hypnum cupressiforme	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Hypnum	cupressiforme	Especie		Hedw.	Musgo
UPTC:26:27383	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27383	27383		D.A-Moreno 4057	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Porotrichum longirostre	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Porotrichum	longirostre	Especie		(Hook.) Mitt.	Musgo
UPTC:26:27384	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27384	27384		D.A-Moreno 4058	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:27385	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27385	27385		D.A-Moreno 4059	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Radula voluta	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Radulaceae	Radula	voluta	Especie		"Taylor ex Gottsche, Lindenb. & Nees"	Hepática
UPTC:26:27386	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27386	27386		D.A-Moreno 4060	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Leptodontium viticulosoides	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Leptodontium	viticulosoides	Especie		(P.Beauv.) Wijk & Margad.	Musgo
UPTC:26:27387	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27387	27387		D.A-Moreno 4061	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Mittenothamnium reptans	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Mittenothamnium	reptans	Especie		(Hedw.) Cardot	Musgo
UPTC:26:27388	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27388	27388		D.A-Moreno 4062	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:27389	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27389	27389		D.A-Moreno 4063	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Neckera chilensis	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Neckera	chilensis	Especie		Mont.	Musgo
UPTC:26:27390	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27390	27390		D.A-Moreno 4064	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Mittenothamnium reduncum	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Mittenothamnium	reduncum	Especie		(Mitt.) Ochyra	Musgo
UPTC:26:27391	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27391	27391		D.A-Moreno 4065	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Dicranaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae			Familia			Musgo
