id	type	language	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	occurrenceStatus	preparations	disposition	otherCatalogNumbers	samplingProtocol	sampleSizeValue	samplingEffort	eventDate	eventTime	year	month	day	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	dateIdentified	identificationQualifier	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName
UPTC:26:28096	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28096	28096		D.A-Moreno 4770	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Madera en descomposición	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Pilotrichaceae	Plantae	Bryophyta	Bryopsida	Hookeriales	Pilotrichaceae			Familia			Musgo
UPTC:26:28097	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28097	28097		D.A-Moreno 4771	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Terrícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Metzgeria	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Metzgeriaceae	Metzgeria		Género	sp.		Hepática
UPTC:26:28098	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28098	28098		D.A-Moreno 4772	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Neckeraceae	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae			Familia			Musgo
UPTC:26:28099	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28099	28099		D.A-Moreno 4773	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Frullania	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania		Género	sp.		Hepática
UPTC:26:28100	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28100	28100		D.A-Moreno 4774	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:28101	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28101	28101		D.A-Moreno 4775	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Bryaceae	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae			Familia			Musgo
UPTC:26:28102	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28102	28102		D.A-Moreno 4776	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Pterobryaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Pterobryaceae			Familia			Musgo
UPTC:26:28103	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28103	28103		D.A-Moreno 4777	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Squamidium	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Squamidium		Género	sp.		Musgo
UPTC:26:28104	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28104	28104		D.A-Moreno 4778	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Meteoridium	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Meteoridium		Género	sp.		Musgo
UPTC:26:28105	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28105	28105		D.A-Moreno 4779	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:28106	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28106	28106		D.A-Moreno 4780	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28107	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28107	28107		D.A-Moreno 4781	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:28108	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28108	28108		D.A-Moreno 4782	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Meteoriaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Meteoriaceae			Familia			Musgo
UPTC:26:28109	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28109	28109		D.A-Moreno 4783	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Metzgeria	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Metzgeriaceae	Metzgeria		Género	sp.		Hepática
UPTC:26:28110	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28110	28110		D.A-Moreno 4784	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Madera en descomposición	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Neckeraceae	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae			Familia			Musgo
UPTC:26:28111	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28111	28111		D.A-Moreno 4785	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Madera en descomposición	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Hypnaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae			Familia			Musgo
UPTC:26:28112	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28112	28112		D.A-Moreno 4786	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:28113	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28113	28113		D.A-Moreno 4787	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Dicranaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae			Familia			Musgo
UPTC:26:28114	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28114	28114		D.A-Moreno 4788	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Madera en descomposición	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Radula	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Radulaceae	Radula		Género	sp.		Hepática
UPTC:26:28115	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28115	28115		D.A-Moreno 4789	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Saxícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Syzygiella	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jamesoniellaceae	Syzygiella		Género	sp.		Hepática
UPTC:26:28116	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28116	28116		D.A-Moreno 4790	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Terrícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Campylopus	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus		Género	sp.		Musgo
UPTC:26:28117	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28117	28117		D.A-Moreno 4791	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Terrícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Leiomitra	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Trichocoleaceae	Leiomitra		Género	sp.		Hepática
UPTC:26:28118	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28118	28118		D.A-Moreno 4792	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Orthotrichaceae	Plantae	Bryophyta	Bryopsida	Orthotrichales	Orthotrichaceae			Familia			Musgo
UPTC:26:28119	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28119	28119		D.A-Moreno 4793	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Bryaceae	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae			Familia			Musgo
UPTC:26:28120	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28120	28120		D.A-Moreno 4794	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Cryphaea ramosa	Plantae	Bryophyta	Bryopsida	Hypnales	Cryphaeaceae	Cryphaea	ramosa	Especie		(Mitt.) Wilson.	Musgo
UPTC:26:28121	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28121	28121		D.A-Moreno 4795	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Frullania	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania		Género	sp.		Hepática
UPTC:26:28122	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28122	28122		D.A-Moreno 4796	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Saxícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Herbertus	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		Género	sp.		Hepática
UPTC:26:28123	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28123	28123		D.A-Moreno 4797	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Saxícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Rhacocarpus	Plantae	Bryophyta	Bryopsida	Hedwigiales	Rhacocarpaceae	Rhacocarpus		Género	sp.		Musgo
UPTC:26:28124	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28124	28124		D.A-Moreno 4798	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Saxícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Campylopus	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus		Género	sp.		Musgo
UPTC:26:28125	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28125	28125		D.A-Moreno 4799	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Terrícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Rhacopilopsis	Plantae	Bryophyta	Bryopsida	Hypnales	Racopilaceae	Rhacopilopsis		Género	sp.		Musgo
UPTC:26:28126	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28126	28126		D.A-Moreno 4800	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Terrícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Grimmiaceae	Plantae	Bryophyta	Bryopsida	Grimmiales	Grimmiaceae			Familia			Musgo
UPTC:26:28127	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28127	28127		D.A-Moreno 4801	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Terrícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Syzygiella	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jamesoniellaceae	Syzygiella		Género	sp.		Hepática
UPTC:26:28128	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28128	28128		D.A-Moreno 4802	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Terrícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Lophocoleaceae	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae			Familia			Hepática
UPTC:26:28129	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28129	28129		D.A-Moreno 4803	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Cortícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:28130	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28130	28130		D.A-Moreno 4804	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Terrícola	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Sphagnum	Plantae	Bryophyta	Sphagnopsida	Sphagnales	Sphagnaceae	Sphagnum		Género	sp.		Musgo
UPTC:26:28131	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28131	28131		D.A-Moreno 4805	D. A. Moreno | M. R. Escobar-Alba	1	Presente	Seco	En colección		Colecta general		8 Horas/ día	2019-05-19	8:00/16:00	2019	05	19	Páramo	Reofilo	SA	Colombia	CO	Boyacá	Tasco	Vereda Santa Bárbara		3478	3478	3478	5°51'18.9''N | 72°38'19.3''W	5°51'18.9''N	72°38'19.3''W	Grados minutos segundos	WGS84	5.85525	-72.6386944	WGS84	D. A. Moreno			Lophonardia jamesonii	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Scapaniaceae	Lophonardia	jamesonii	Especie		(Mont.) L. Söderstr. & Vá?a	Hepática
