id	type	language	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	occurrenceStatus	preparations	disposition	samplingProtocol	samplingEffort	eventDate	eventTime	year	month	day	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	identifiedBy	dateIdentified	identificationQualifier	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName
UPTC:26:28832	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28832	28832		D.A-Moreno 5044	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Terrícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Cephaloziaceae	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Cephaloziaceae			Familia			Hepática
UPTC:26:28833	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28833	28833		D.A-Moreno 5045	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28834	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28834	28834		D.A-Moreno 5046	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28835	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28835	28835		D.A-Moreno 5047	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:28836	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28836	28836		D.A-Moreno 5048	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Terrícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Leucobryaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae			Familia			Musgo
UPTC:26:28837	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28837	28837		D.A-Moreno 5049	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Terrícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Riccardia	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Aneuraceae	Riccardia		Género	sp.		Hepática
UPTC:26:28838	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28838	28838		D.A-Moreno 5050	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Terrícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Neckeraceae	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae			Familia			Musgo
UPTC:26:28839	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28839	28839		D.A-Moreno 5051	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28840	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28840	28840		D.A-Moreno 5052	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Campylopus	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus		Género	sp.		Musgo
UPTC:26:28841	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28841	28841		D.A-Moreno 5053	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28842	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28842	28842		D.A-Moreno 5054	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Frullania	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania		Género	sp.		Hepática
UPTC:26:28843	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28843	28843		D.A-Moreno 5055	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28844	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28844	28844		D.A-Moreno 5056	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Brachytheciaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae			Familia			Musgo
UPTC:26:28845	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28845	28845		D.A-Moreno 5057	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Amblystegiaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae			Familia			Musgo
UPTC:26:28846	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28846	28846		D.A-Moreno 5058	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Pyrrhobryum	Plantae	Bryophyta	Bryopsida	Rhizogoniales	Rhizogoniaceae	Pyrrhobryum		Género	sp.		Musgo
UPTC:26:28847	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28847	28847		D.A-Moreno 5059	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Symphyogyna	Plantae	Marchantiophyta	Jungermanniopsida	Pallaviciniales	Pallaviciniaceae	Symphyogyna		Género	sp.		Hepática
UPTC:26:28848	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28848	28848		D.A-Moreno 5060	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Pilotrichaceae	Plantae	Bryophyta	Bryopsida	Hookeriales	Pilotrichaceae			Familia			Musgo
UPTC:26:28849	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28849	28849		D.A-Moreno 5061	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Amblystegiaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae			Familia			Musgo
UPTC:26:28850	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28850	28850		D.A-Moreno 5062	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Epifila	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Meteoridium	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Meteoridium		Género	sp.		Musgo
UPTC:26:28851	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28851	28851		D.A-Moreno 5063	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Symphyogyna	Plantae	Marchantiophyta	Jungermanniopsida	Pallaviciniales	Pallaviciniaceae	Symphyogyna		Género	sp.		Hepática
UPTC:26:28852	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28852	28852		D.A-Moreno 5064	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Lophocoleaceae	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae			Familia			Hepática
UPTC:26:28853	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28853	28853		D.A-Moreno 5065	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Leucobryaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae			Familia			Musgo
UPTC:26:28854	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28854	28854		D.A-Moreno 5066	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Sematophyllaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae			Familia			Musgo
UPTC:26:28855	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28855	28855		D.A-Moreno 5067	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Brachytheciaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae			Familia			Musgo
UPTC:26:28856	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28856	28856		D.A-Moreno 5068	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Pilotrichaceae	Plantae	Bryophyta	Bryopsida	Hookeriales	Pilotrichaceae			Familia			Musgo
UPTC:26:28857	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28857	28857		D.A-Moreno 5069	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Lepidoziaceae	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lepidoziaceae			Familia			Hepática
UPTC:26:28858	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28858	28858		D.A-Moreno 5070	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:28859	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28859	28859		D.A-Moreno 5071	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Fissidens	Plantae	Bryophyta	Bryopsida	Dicranales	Fissidentaceae	Fissidens		Género	sp.		Musgo
UPTC:26:28860	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28860	28860		D.A-Moreno 5072	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:28861	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28861	28861		D.A-Moreno 5073	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Epifila	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28862	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28862	28862		D.A-Moreno 5074	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-29	8:00/16:00	2019	07	29	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, quebrada Los Mártires		1178	1178	5°48'20.4''N | 74°15'20.7''W	5°48'20.4''N	74°15'20.7''W	Grados minutos segundos	WGS84	5.8056667	-74.25575	WGS84		D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:28863	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28863	28863		D.A-Moreno 5075	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-30	8:00/16:00	2019	07	30	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, sendero de Corpoboyacá		1376	1376	5°48'43''N | 74°15'55.2''W	5°48'43''N	74°15'55.2''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Amblystegiaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae			Familia			Musgo
UPTC:26:28864	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28864	28864		D.A-Moreno 5076	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-30	8:00/16:00	2019	07	30	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, sendero de Corpoboyacá		1376	1376	5°48'43''N | 74°15'55.2''W	5°48'43''N	74°15'55.2''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Thuidium	Plantae	Bryophyta	Bryopsida	Hypnales	Thuidiaceae	Thuidium		Género	sp.		Musgo
UPTC:26:28865	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28865	28865		D.A-Moreno 5077	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-30	8:00/16:00	2019	07	30	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, sendero de Corpoboyacá		1376	1376	5°48'43''N | 74°15'55.2''W	5°48'43''N	74°15'55.2''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Lophocoleaceae	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae			Familia			Hepática
UPTC:26:28866	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28866	28866		D.A-Moreno 5078	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-30	8:00/16:00	2019	07	30	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, sendero de Corpoboyacá		1376	1376	5°48'43''N | 74°15'55.2''W	5°48'43''N	74°15'55.2''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Sematophyllaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae			Familia			Musgo
