id	type	language	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	occurrenceStatus	preparations	disposition	samplingProtocol	samplingEffort	eventDate	eventTime	year	month	day	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	identifiedBy	dateIdentified	identificationQualifier	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName
UPTC:26:28907	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28907	28907		D.A-Moreno 5119	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28908	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28908	28908		D.A-Moreno 5120	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Calymperaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Calymperaceae			Familia			Musgo
UPTC:26:28909	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28909	28909		D.A-Moreno 5121	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28910	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28910	28910		D.A-Moreno 5122	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Leucobryaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae			Familia			Musgo
UPTC:26:28911	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28911	28911		D.A-Moreno 5123	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28912	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28912	28912		D.A-Moreno 5124	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Lophocoleaceae	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae			Familia			Hepática
UPTC:26:28913	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28913	28913		D.A-Moreno 5125	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28914	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28914	28914		D.A-Moreno 5126	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Terrícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Sematophyllaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae			Familia			Musgo
UPTC:26:28915	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28915	28915		D.A-Moreno 5127	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Terrícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Leucomium	Plantae	Bryophyta	Bryopsida	Hookeriales	Leucomiaceae	Leucomium		Género	sp.		Musgo
UPTC:26:28916	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28916	28916		D.A-Moreno 5128	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Terrícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Pilotrichaceae	Plantae	Bryophyta	Bryopsida	Hookeriales	Pilotrichaceae			Familia			Musgo
UPTC:26:28917	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28917	28917		D.A-Moreno 5129	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Sematophyllum	Plantae	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae	Sematophyllum		Género	sp.		Musgo
UPTC:26:28918	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28918	28918		D.A-Moreno 5130	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Terrícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Pallaviciniaceae	Plantae	Marchantiophyta	Jungermanniopsida	Pallaviciniales	Pallaviciniaceae			Familia			Hepática
UPTC:26:28919	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28919	28919		D.A-Moreno 5131	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28920	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28920	28920		D.A-Moreno 5132	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Vesicularia	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Vesicularia		Género	sp.		Musgo
UPTC:26:28921	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28921	28921		D.A-Moreno 5133	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Radula	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Radulaceae	Radula		Género	sp.		Hepática
UPTC:26:28922	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28922	28922		D.A-Moreno 5134	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Terrícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Campylopus	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus		Género	sp.		Musgo
UPTC:26:28923	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28923	28923		D.A-Moreno 5135	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Pilotrichaceae	Plantae	Bryophyta	Bryopsida	Hookeriales	Pilotrichaceae			Familia			Musgo
UPTC:26:28924	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28924	28924		D.A-Moreno 5136	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Thuidiaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Thuidiaceae			Familia			Musgo
UPTC:26:28925	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28925	28925		D.A-Moreno 5137	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-07-31	8:00/16:00	2019	07	31	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Las Quinchas		801	801	5°50'10.8''N | 74°16'47.6''W	5°50'10.8''N	74°16'47.6''W	Grados minutos segundos	WGS84			WGS84	Por verificar	D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28926	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28926	28926		D.A-Moreno 5138	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Neckeraceae	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae			Familia			Musgo
UPTC:26:28927	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28927	28927		D.A-Moreno 5139	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Leucobryaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae			Familia			Musgo
UPTC:26:28928	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28928	28928		D.A-Moreno 5140	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Lophocoleaceae	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae			Familia			Hepática
UPTC:26:28929	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28929	28929		D.A-Moreno 5141	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Symphyogyna	Plantae	Marchantiophyta	Jungermanniopsida	Pallaviciniales	Pallaviciniaceae	Symphyogyna		Género	sp.		Hepática
UPTC:26:28930	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28930	28930		D.A-Moreno 5142	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Pilotrichaceae	Plantae	Bryophyta	Bryopsida	Hookeriales	Pilotrichaceae			Familia			Musgo
UPTC:26:28931	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28931	28931		D.A-Moreno 5143	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Cephaloziaceae	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Cephaloziaceae			Familia			Hepática
UPTC:26:28932	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28932	28932		D.A-Moreno 5144	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28933	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28933	28933		D.A-Moreno 5145	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:28934	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28934	28934		D.A-Moreno 5146	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Lophocoleaceae	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae			Familia			Hepática
UPTC:26:28935	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28935	28935		D.A-Moreno 5147	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Terrícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Dicranaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae			Familia			Musgo
UPTC:26:28936	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28936	28936		D.A-Moreno 5148	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Amblystegiaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae			Familia			Musgo
UPTC:26:28937	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28937	28937		D.A-Moreno 5149	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Bazzania	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lepidoziaceae	Bazzania		Género	sp.		Hepática
UPTC:26:28938	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28938	28938		D.A-Moreno 5150	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Terrícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28939	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28939	28939		D.A-Moreno 5151	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28940	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28940	28940		D.A-Moreno 5152	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Saxícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Riccardia	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Aneuraceae	Riccardia		Género	sp.		Hepática
UPTC:26:28941	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28941	28941		D.A-Moreno 5153	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Madera en descomposición	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:28942	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:28942	28942		D.A-Moreno 5154	D. A. Moreno | M. R. Escobar	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2019-08-01	8:00/16:00	2019	08	01	Bosque húmedo tropical	Cortícola	SA	Colombia	CO	Boyacá	Otanche	Reserva Forestal Las Quinchas, cerro Morrocoy		1151	1151	5°50'3.5''N | 74°11'48.9''W	5°50'3.5''N	74°11'48.9''W	Grados minutos segundos	WGS84	5.8343056	-74.1969167	WGS84		D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
