id	type	language	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	occurrenceStatus	preparations	disposition	samplingProtocol	samplingEffort	eventDate	eventTime	year	month	day	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	locality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	dateIdentified	identificationRemarks	identificationQualifier	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName
UPTC:26:25584	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25584	25584	Epífita, fronda 20 cm de longitud, soros color café	442	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	Sofía Gómez-Parra	2018-11-21			Pleopeltis murora	Plantae	Monilophyta	Polypodiopsida	Polypodiales	Polypodiaceae	Pleopeltis	murora	Especie		(Hook.) A.R.Sm. & Tejero	
UPTC:26:25365	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25365	25365	Hierba, hojas con envés rojizo, amento rojizo	443	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	Naisla Manrique	2018-11-23			Peperomia angularis	Plantae	Magnoliophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	angularis	Especie		C.DC.	
UPTC:26:25798	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25798	25798	Hierba, flores con petalos anaranjados	446	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	María Malagón	2018-11-27			Castilleja fissifolia	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Orobanchaceae	Castilleja	fissifolia	Especie		L. f.	
UPTC:26:25351	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25351	25351	Arbusto de 1.5 m, flores amarillas	447	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	Naisla Manrique	2018-11-23		cf. juniperinum	Hypericum juniperinum	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	juniperinum	Especie		Kunth	
UPTC:26:25583	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25583	25583	Arbusto bejucoso, amento blanquecino	448	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	Naisla Manrique	2018-11-23			Piper artanthe	Plantae	Magnoliophyta	Magnoliopsida	Piperales	Piperaceae	Piper	artanthe	Especie		C.DC.	
UPTC:26:25579	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25579	25579	Hierba, inflorescencia 30 cm de longitud, flores color café	450	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	María Malagón	2018-11-16		cf. bicolor	Echeveria bicolor	Plantae	Magnoliophyta	Magnoliopsida	Saxifragales	Crassulaceae	Echeveria	bicolor	Especie		(Kunth) E. Walther	
UPTC:26:25796	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25796	25796	Hierba, tallo rojizo, flores color verde	451	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	María Malagón	2018-12-01			Oenothera epilobiifolia	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Onagraceae	Oenothera	epilobiifolia	Especie		Kunth	
UPTC:26:25352	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25352	25352	Hierba terrestre, flores verdes con coloraciones café	452	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	Sofía Gómez-Parra	2018-11-23			Telipogon nervosus	Plantae	Magnoliophyta	Liliopsida	Asparagales	Orchidaceae	Telipogon	nervosus	Especie		Druce	
UPTC:26:25706	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25706	25706	Bejuco, frutos inmaduros verdes, maduros negro-vinotinto	455	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	María Malagón	2018-11-28			Muehlenbeckia tamnifolia	Plantae	Magnoliophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Muehlenbeckia	tamnifolia	Especie		(Kunth) Meisn.	
UPTC:26:25736	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25736	25736	Arbusto de 1.5 m altura, capitulescencias amarillas	456	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	María Malagón	2018-12-01			Pentacalia theifolia	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Pentacalia	theifolia	Especie		(Benth.) Cuatrec.	
UPTC:26:25370	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25370	25370	Arbusto de 1 m de altura, flores rojizas	457	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	María Malagón	2018-11-29			Gaultheria erecta	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Ericaceae	Gaultheria	erecta	Especie		Vent.	
UPTC:26:25837	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25837	25837	Arbusto de 2 m de altura aromatico, flores color lila	458	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	María Malagón	2018-11-28			Lepechinia conferta	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Lamiaceae	Lepechinia	conferta	Especie		(Benth.) Epling	
UPTC:26:25761	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25761	25761	Arbusto de 1 m de altura, botones florales cafés	459	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	María Malagón	2018-11-30			Baccharis tricuneata	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	tricuneata	Especie		(L. f.) Pers.	
UPTC:26:25737	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25737	25737	Arbusto de, tallo rojizo, capitulescencia amarilla	460	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-10	8:00/16:00	2018	10	10			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	2798	2798	2916	5°44'41.7''N | 73°23'57.5''W	5°44'41.7''N	73°23'57.5''W	Grados minutos segundos	WGS84	5.7449167	-73.3993056	WGS84	María Malagón	2018-12-01			Bidens rubifolia	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	rubifolia	Especie		Kunth	
UPTC:26:25356	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25356	25356	Epífita, flores moradas	461	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	Naisla Manrique	2018-11-23			Stelis	Plantae	Magnoliophyta	Liliopsida	Asparagales	Orchidaceae	Stelis		Género	sp.		
UPTC:26:25355	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25355	25355	Hierba, flores blancas, cápsula verde	463	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	Naisla Manrique	2018-11-23			Epidendrum fimbriatum	Plantae	Magnoliophyta	Liliopsida	Asparagales	Orchidaceae	Epidendrum	fimbriatum	Especie		Kunth	
UPTC:26:25354	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25354	25354	Terrestre 1.5 m altura, flores amarillas con coloraciones café	464	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	Naisla Manrique	2018-11-23			Epidendrum magnibracteum	Plantae	Magnoliophyta	Liliopsida	Asparagales	Orchidaceae	Epidendrum	magnibracteum	Especie		Kraenzl.	
UPTC:26:25368	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25368	25368	Arbusto de 4 m altura, frutos verdes	465	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	María Malagón	2018-11-15			Brunellia propinqua	Plantae	Magnoliophyta	Magnoliopsida	Oxalidales	Brunelliaceae	Brunellia	propinqua	Especie		Kunth	
UPTC:26:25357	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25357	25357	Terrestre 50 cm altura, flores púrpura con la base del labelo blanco	466	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	Naisla Manrique	2018-11-23			Elleanthus maculatus	Plantae	Magnoliophyta	Liliopsida	Asparagales	Orchidaceae	Elleanthus	maculatus	Especie		(Lindl.) Rchb.f.	
UPTC:26:25580	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25580	25580	Arbusto de 6 m altura, aromático, flores blancas con sépalos cafés	467	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	María Malagón	2018-11-28			Drimys granadensis	Plantae	Magnoliophyta	Magnoliopsida	Canellales	Winteraceae	Drimys	granadensis	Especie		L. f.	
UPTC:26:25362	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25362	25362	Epífita, fronda 5 cm longitud, soros cafés	468	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	Sofía Gómez-Parra	2018-11-20			Melpomene moniliformis	Plantae	Monilophyta	Polypodiopsida	Polypodiales	Polypodiaceae	Melpomene	moniliformis	Especie		(Sw.) A.R.Sm. & R.C.Moran	
UPTC:26:25349	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25349	25349	Hierba bejucosa, frutos anaranjados	469	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	Humberto Mendoza	2018-11-29			Galium hypocarpium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium	hypocarpium	Especie		(L.) Endl. ex Griseb.	
UPTC:26:25581	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25581	25581	Arbusto de 1 m altura, flores blancas con estambres amarillos, frutos inmaduros verdes	470	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	Sofía Gómez-Parra	2018-11-20			Lycianthes	Plantae	Magnoliophyta	Magnoliopsida	Solanales	Solanaceae	Lycianthes		Género	sp.		
UPTC:26:25578	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25578	25578	Arbusto bejucoso, flores amarillas	472	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	María Malagón	2018-11-15			Calceolaria microbefaria	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Calceolariaceae	Calceolaria	microbefaria	Especie		Kraenzl.	
UPTC:26:25582	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25582	25582	Terrestre de 50 cm altura, flores amarillo-anaranjadas	473	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	Naisla Manrique	2018-11-23			Elleanthus aurantiacus	Plantae	Magnoliophyta	Liliopsida	Asparagales	Orchidaceae	Elleanthus	aurantiacus	Especie		(Lindl.) Rchb.f.	
UPTC:26:25732	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25732	25732	Bejuco, hojas con envés blanquecino, flores anaranjadas	474	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	María Malagón	2018-11-14			Bomarea setacea	Plantae	Magnoliophyta	Liliopsida	Liliales	Alstroemeriaceae	Bomarea	setacea	Especie		(Ruiz & Pav.) Herb.	
UPTC:26:25347	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25347	25347	Arbusto de aromático, flores blancas con estambres amarillos	475	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	María Malagón	2018-11-28			Gordonia fruticosa	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Theaceae	Gordonia	fruticosa	Especie		(Schrad.) H. Keng	
UPTC:26:25364	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25364	25364	Terrestre, flores color rosado	477	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	Naisla Manrique	2018-11-23			Stenorrhynchos speciosum	Plantae	Magnoliophyta	Liliopsida	Asparagales	Orchidaceae	Stenorrhynchos	speciosum	Especie		(Jacq.) Rich.	
UPTC:26:25369	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25369	25369	Arbusto de 50 cm altura, flores rosadas con árice de los pétalos blanco	478	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	María Malagón	2018-11-29			Gaylussacia buxifolia	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Ericaceae	Gaylussacia	buxifolia	Especie		Kunth	
UPTC:26:25799	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25799	25799	Hierba 25 cm de altura, hojas color verde con morado, flores de pétalos rojos con el margen amarillo	479	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	María Malagón	2018-11-27			Castilleja integrifolia	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Orobanchaceae	Castilleja	integrifolia	Especie		L. f.	
UPTC:26:25802	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25802	25802	Arbusto de 3 m de altura, fruto abierto color amarillo con semillas rojas	480	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	María Malagón	2018-11-27			Ternstroemia meridionalis	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Pentaphylacaceae	Ternstroemia	meridionalis	Especie		Mutis ex L. f.	
UPTC:26:25721	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25721	25721	Hierba, flores amarillas	481	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	Naisla Manrique	2018-11-23			Hypericum	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum		Género	sp.		
UPTC:26:25363	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25363	25363	Terrestre 1.5 m altura, flores verde-amarillo, ápice del labelo café	482	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	Naisla Manrique	2018-11-23			Epidendrum	Plantae	Magnoliophyta	Liliopsida	Asparagales	Orchidaceae	Epidendrum		Género	sp.		
UPTC:26:25359	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:25359	25359	Arbusto de 50 cm, tallo rojizo, botones florales rojos, frutos inmaduros verdes, maduros rojos	483	Sofía Gómez | María Malagón | Aura Robles	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11			SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita, carretera camino a la antena	3176	3176	3355	5°44'32.4''N | 73°23'31''W	5°44'32.4''N	73°23'31''W	Grados minutos segundos	WGS84	5.7423333	-73.3919444	WGS84	María Malagón	2018-11-15			Begonia ferruginea	Plantae	Magnoliophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia	ferruginea	Especie		L. f.	
