id;type;language;institutionID;institutionCode;collectionCode;ownerInstitutionCode;basisOfRecord;occurrenceID;catalogNumber;occurrenceRemarks;recordNumber;recordedBy;individualCount;occurrenceStatus;preparations;disposition;samplingProtocol;samplingEffort;eventDate;eventTime;year;month;day;habitat;eventRemarks;continent;country;countryCode;stateProvince;county;locality;verbatimElevation;minimumElevationInMeters;maximumElevationInMeters;verbatimCoordinates;verbatimLatitude;verbatimLongitude;verbatimCoordinateSystem;verbatimSRS;decimalLatitude;decimalLongitude;geodeticDatum;georeferenceVerificationStatus;identifiedBy;dateIdentified;identificationQualifier;scientificName;kingdom;phylum;class;order;family;genus;specificEpithet;taxonRank;verbatimTaxonRank;scientificNameAuthorship;vernacularName
UPTC:26:25116;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25116;25116;Hierba de 30 cm de talla, flor amarilla;262;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza;2018-06-05;;Hypericum strictum;Plantae;Magnoliophyta;Magnoliopsida;Malpighiales;Hypericaceae;Hypericum;strictum;Especie;;Kunth;
UPTC:26:25115;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25115;25115;Hierba de 30 cm de talla, flor amarilla;263;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza;2018-06-05;;Hypericum strictum;Plantae;Magnoliophyta;Magnoliopsida;Malpighiales;Hypericaceae;Hypericum;strictum;Especie;;Kunth;
UPTC:26:25613;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25613;25613;Arbusto 1 m de talla, flor morada;264;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Sofía Gómez-Parra;2018-05-30;;Monnina salicifolia;Plantae;Magnoliophyta;Magnoliopsida;Polygalales;Polygalaceae;Monnina ;salicifolia ;Especie;;Ruiz & Pav.;
UPTC:26:25604;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25604;25604;Arbusto de 50 cm de talla, flor blanca;265;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza;2018-06-05;;Pernettya prostrata;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Ericaceae;Pernettya;prostrata;Especie;;(Cav.) DC.;
UPTC:26:25587;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25587;25587;Arbusto de 1.8 m de altura, flores blancas;266;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza;2018-06-05;cf. alveolatum;Diplostephium alveolatum;Plantae;Magnoliophyta;Magnoliopsida;Asterales;Asteraceae;Diplostephium;alveolatum;Especie;;Cuatrec.;
UPTC:26:25599;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25599;25599;Hierba de 90 cm de talla, inflorescencia negra;267;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza, María Malagón, Sofía Gómez-Parra;2018-05-04;;Carex pichinchensis;Plantae;Magnoliophyta;Liliopsida;Poales;Cyperaceae;Carex;pichinchensis ;Especie;;Kunth;
UPTC:26:24942;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24942;24942;Hierba, flores amarillas;268;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza;2018-06-05;;Espeletia barclayana;Plantae;Magnoliophyta;Magnoliopsida;Asterales;Asteraceae;Espeletia;barclayana;Especie;;Cuatrec.;
UPTC:26:25605;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25605;25605;Arbusto de 50 cm de talla, flores rosado claro, frutos morado oscuro;269;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Naisla Manrique;2018-05-04;;Vaccinium floribundum;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Ericaceae;Vaccinium ;floribundum ;Especie;;Kunth;
UPTC:26:25615;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25615;25615;Hierba de 1 m de tallo, inflorescencia tonos violeta;270;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza;2018-05-30;;Cortaderia nitida;Plantae;Magnoliophyta;Liliopsida;Cyperales;Poaceae;Cortaderia;nitida ;Especie;;(Kunth) Pilg.;
UPTC:26:25600;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25600;25600;Hierba de 1 m de talla, espiga café claro;271;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza, María Malagón, Sofía Gómez-Parra;2018-05-04;;Rhynchospora macrochaeta;Plantae;Magnoliophyta;Liliopsida;Cyperales;Cyperaceae;Rhynchospora ;macrochaeta ;Especie;;Steud. ex Boeckeler;
UPTC:26:24944;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24944;24944;Hierba, flores amarillas;272;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza;2018-06-05;;Espeletia murilloi;Plantae;Magnoliophyta;Magnoliopsida;Asterales;Asteraceae;Espeletia;murilloi;Especie;;Cuatrec.;
UPTC:26:24952;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24952;24952;Hierba arrosetada, flores blancas;273;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza, María Malagón, Sofía Gómez-Parra;2018-05-04;;Paepalanthus alpinus;Plantae;Magnoliophyta;Liliopsida;Eriocaulales;Eriocaulaceae;Paepalanthus ;alpinus ;Especie;;Körn.;
UPTC:26:24994;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24994;24994;Hierba de 30 cm de talla, inflorescencia café;274;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Sofía Gómez-Parra;2018-05-30;;Juncus ecuadoriensis;Plantae;Magnoliophyta;Liliopsida;Poales;Juncaceae;Juncus;ecuadoriensis;Especie;;Balslev;
UPTC:26:25120;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25120;25120;Arbusto de 1 m de altura;275;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Sofía Gómez-Parra;2018-05-04;;Ribes bogotanum;Plantae;Magnoliophyta;Magnoliopsida;Rosales;Grossulariaceae;Ribes;bogotanum;Especie;;Jancz.;
UPTC:26:25121;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25121;25121;Hierba pequeño porte, flor lila claro;276;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Sofía Gómez-Parra;2018-05-04;;Geranium sibbaldioides;Plantae;Magnoliophyta;Magnoliopsida;Geraniales;Geraniaceae;Geranium;sibbaldioides;Especie;;Benth.;
UPTC:26:25102;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25102;25102;Arbusto de 1 m de talla, flores amarillas;277;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza;2018-06-05;;Pentacalia guadalupe;Plantae;Magnoliophyta;Magnoliopsida;Asterales;Asteraceae;Pentacalia;guadalupe;Especie;;(cuaterc.) Cuatrec.;
UPTC:26:25028;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25028;25028;Arbusto de 1 m de talla, flores blancas;278;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza, María Malagón, Sofía Gómez-Parra;2018-05-04;;Aragoa cupressina;Plantae;Magnoliophyta;Magnoliopsida;Plantaginales;Plantaginaceae;Aragoa;cupressina ;Especie;;Kunth;
UPTC:26:25000;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25000;25000;Arbusto de 1 m de talla, flores blanco-lila;279;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Sofía Gómez-Parra;2018-05-30;;Arcytophyllum nitidum;Plantae;Magnoliophyta;Magnoliopsida;Rubiales;Rubiaceae;Arcytophyllum ;nitidum ;Especie;;(Kunth) Schltdl.;
UPTC:26:25097;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25097;25097;Hierba de 10 cm de talla, pétalos amarillos;281;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Sofía Gómez-Parra;2018-05-30;;Xyris subulata;Plantae;Magnoliophyta;Liliopsida;Commelinales;Xyridaceae;Xyris;subulata;Especie;;Ruíz & Pav.;
UPTC:26:25598;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25598;25598;Arbusto de 1.70 cm, inflorescencia blanca;282;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza;2018-06-05;;Weinmannia cochensis;Plantae;Magnoliophyta;Magnoliopsida;Rosales;Cunoniaceae;Weinmannia ;cochensis;Especie;;Hieron;
UPTC:26:24954;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24954;24954;Hierba de 30 cm de talla, flor amarilla crema;283;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza;2018-06-05;cf. kalbreyeri;Halenia kalbreyeri;Plantae;Magnoliophyta;Magnoliopsida;Gentianales;Gentianaceae;Halenia;kalbreyeri;Especie;;Gilg.;
UPTC:26:24992;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24992;24992;Hierba de 20 cm de talla;285;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Sofía Gómez-Parra;2018-05-30;;Acaena cylindristachya;Plantae;Magnoliophyta;Magnoliopsida;Rosales;Rosaceae;Acaena;cylindristachya;Especie;;Ruiz & Pav.;
UPTC:26:25112;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25112;25112;Roseta de 30 cm, inflorescencia con flor de pétalos azules, escapo floral de 1 m;286;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Julio Betancur;2018-05-29;;Puya santosii;Plantae;Magnoliophyta;Liliopsida;Bromeliales;Bromeliaceae;Puya ;santosii;Especie;;Cuatrec.;
UPTC:26:25594;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25594;25594;Epífita;288;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Sofía Gómez-Parra;2018-05-30;;Campyloneurum angustifolium;Plantae;Monilophyta;Polypodiopsida;Polypodiales;Polypodiaceae;Campyloneurum;angustifolium;Especie;;(Sw.) Fée;
UPTC:26:24989;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24989;24989;Epífita, tallos rojizos, inflorescencia verde;289;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza;2018-05-30;;Peperomia galioides;Plantae;Magnoliophyta;Magnoliopsida;Piperales;Piperaceae;Peperomia;galioides;Especie;;Kunth;
UPTC:26:24998;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24998;24998;Arbusto de 1.50 m de altura, flor morada externamente, internamente verde amarillo;290;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Sofía Gómez-Parra;2018-05-30;;Cestrum buxifolium;Plantae;Magnoliophyta;Magnoliopsida;Solanales;Solanaceae;Cestrum;buxifolium;Especie;;Kunth;
UPTC:26:25108;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25108;25108;Arbusto de 1.5 m de altura, frutos verdosos;291;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza;2018-05-05;;Escallonia myrtilloides;Plantae;Magnoliophyta;Magnoliopsida;Escalloniales;Escalloniaceae;Escallonia ;myrtilloides ;Especie;;L. f.;
UPTC:26:24993;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24993;24993;Hierba. Frutos verde, con espinas rojizos;292;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Sofía Gómez-Parra;2018-05-30;;Acaena elongata;Plantae;Magnoliophyta;Magnoliopsida;Rosales;Rosaceae;Acaena;elongata;Especie;;L.;
UPTC:26:25114;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25114;25114;Hierba de 30 cm de talla, flor amarilla;293;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Humberto Mendoza;2018-06-05;;Hypericum juniperinum;Plantae;Magnoliophyta;Magnoliopsida;Malpighiales;Hypericaceae;Hypericum;juniperinum;Especie;;Kunth;
UPTC:26:25014;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25014;25014;Epífita, flores amarillo-verdoso, frutos verdes;294;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Cristian Castro;2018-05-30;;Epidendrum erosum;Plantae;Magnoliophyta;Liliopsida;Orchidales;Orchidaceae;Epidendrum;erosum;Especie;;Ames & C.Schweinf.;
UPTC:26:24995;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24995;24995;Trepadora, tallos rojizos, frutos rojizos;295;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Naisla Manrique;2018-05-30;;Muehlenbeckia tamnifolia;Plantae;Magnoliophyta;Magnoliopsida;Polygonales;Polygonaceae;Muehlenbeckia;tamnifolia ;Especie;;(Kunth) Meisn.;
UPTC:26:25602;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25602;25602;Arbusto de ramas bejucosas, flores rojas, más claras hacia el ápice, cáliz rojo, frutos verdes;296;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;54164722;-73601;WGS84;;Naisla Manrique;2018-05-05;;Macleania rupestris;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Ericaceae;Macleania ;rupestris ;Especie;;(Kunth) A.C. Sm.;
