id;type;language;institutionID;institutionCode;collectionCode;ownerInstitutionCode;basisOfRecord;occurrenceID;catalogNumber;occurrenceRemarks;recordNumber;recordedBy;individualCount;occurrenceStatus;preparations;disposition;samplingProtocol;samplingEffort;eventDate;eventTime;year;month;day;habitat;eventRemarks;continent;country;countryCode;stateProvince;county;locality;verbatimElevation;minimumElevationInMeters;maximumElevationInMeters;verbatimCoordinates;verbatimLatitude;verbatimLongitude;verbatimCoordinateSystem;verbatimSRS;decimalLatitude;decimalLongitude;geodeticDatum;georeferenceVerificationStatus;identifiedBy;dateIdentified;identificationQualifier;scientificName;kingdom;phylum;class;order;family;genus;specificEpithet;taxonRank;verbatimTaxonRank;scientificNameAuthorship;vernacularName
UPTC:26:26401;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26401;26401;;JSG 001;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Sphagnum;Plantae;Bryophyta;Sphagnopsida;Sphagnales;Sphagnaceae;Sphagnum;;Género;sp.;;Musgo
UPTC:26:26402;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26402;26402;;JSG 002;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Sphagnum;Plantae;Bryophyta;Sphagnopsida;Sphagnales;Sphagnaceae;Sphagnum;;Género;sp.;;Musgo
UPTC:26:26403;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26403;26403;;JSG 003;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Breutelia chrysea;Plantae;Bryophyta;Bryopsida;Bartramiales;Bartramiaceae;Breutelia;chrysea;Especie;;(Müll.Hal.) A. Jaeger;Musgo
UPTC:26:26404;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26404;26404;;JSG 004;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Polytrichum juniperinum;Plantae;Bryophyta;Polytrichopsida;Polytrichales;Polytrichaceae;Polytrichum;juniperinum;Especie;;Hedw.;Musgo
UPTC:26:26405;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26405;26405;;JSG 005;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Madera en descomposición;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Leptodontium luteum;Plantae;Bryophyta;Bryopsida;Pottiales;Pottiaceae;Leptodontium;luteum;Especie;;(Taylor) Mitt.;Musgo
UPTC:26:26406;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26406;26406;;JSG 006;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylopus fragilis;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;fragilis;Especie;;(Brid.) Bruch & Schimp;Musgo
UPTC:26:26407;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26407;26407;;JSG 007;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Brachiolejeunea laxifolia;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Brachiolejeunea;laxifolia;Especie;;(Taylor.) Schiffn;Hepática
UPTC:26:26408;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26408;26408;;JSG 008;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylopus nivalis;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;nivalis;Especie;;(Brid.) Brid.;Musgo
UPTC:26:26409;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26409;26409;;JSG 009;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Sphagnum;Plantae;Bryophyta;Sphagnopsida;Sphagnales;Sphagnaceae;Sphagnum;;Género;sp.;;Musgo
UPTC:26:26410;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26410;26410;;JSG 010;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Madera en descomposición;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Riccardia parasitans;Plantae;Marchantiophyta;Jungermanniopsida;Metzgeriales;Aneuraceae;Riccardia;parasitans;Especie;;(Steph.) Meenks & C De jong;Hepática
UPTC:26:26411;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26411;26411;;JSG 011;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Breutelia chrysea;Plantae;Bryophyta;Bryopsida;Bartramiales;Bartramiaceae;Breutelia;chrysea;Especie;;(Müll.Hal.) A. Jaeger;Musgo
UPTC:26:26412;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26412;26412;;JSG 012;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylopus;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;;Género;sp.;;Musgo
UPTC:26:26413;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26413;26413;;JSG 013;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylopus cavifolius;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;cavifolius;Especie;;Mitt.;Musgo
UPTC:26:26414;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26414;26414;;JSG 014;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylopus fragilis;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;fragilis;Especie;;(Brid.) Bruch & Schimp;Musgo
UPTC:26:26415;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26415;26415;;JSG 015;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylopus heterostachys;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;heterostachys;Especie;;(Hampe) A. Jaeger;Musgo
UPTC:26:26416;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26416;26416;;JSG 016;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Riccardia;Plantae;Marchantiophyta;Jungermanniopsida;Metzgeriales;Aneuraceae;Riccardia;;Género;sp.;;Hepática
UPTC:26:26417;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26417;26417;;JSG 017;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylopus fragilis;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;fragilis;Especie;;(Brid.) Bruch & Schimp;Musgo
UPTC:26:26418;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26418;26418;;JSG 018;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;aff. affine;Heterophyllium affine;Plantae;Bryophyta;Bryopsida;Hypnales;Pylaisiadelphaceae;Heterophyllium;affine;Especie;;(Hook.) M. Fleisch;Musgo
UPTC:26:26419;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26419;26419;;JSG 019;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Madera en descomposición;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Pilopogon laevis;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Pilopogon;laevis;Especie;;(Taylor.) Ther;Musgo
UPTC:26:26420;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26420;26420;;JSG 020;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Madera en descomposición;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Bryum;Plantae;Bryophyta;Bryopsida;Bryales;Bryaceae;Bryum;;Género;sp.;;Musgo
UPTC:26:26421;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26421;26421;;JSG 021;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;aff. subnitida;Wijkia subnitida;Plantae;Bryophyta;Bryopsida;Hypnales;Pylaisiadelphaceae;Wijkia;subnitida;Especie;;(Hampe) H. A. Crum;Musgo
UPTC:26:26422;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26422;26422;;JSG 022;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;aff. uncigera;Metzgeria uncigera;Plantae;Marchantiophyta;Jungermanniopsida;Metzgeriales;Metzgeriaceae;Metzgeria;uncigera;Especie;;A. Evans;Hepática
UPTC:26:26423;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26423;26423;;JSG 023;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Brachiolejeunea laxifolia;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Brachiolejeunea;laxifolia;Especie;;(Taylor.) Schiffn;Hepática
UPTC:26:26424;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26424;26424;;JSG 024;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Drepanolejeunea;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Drepanolejeunea;;Género;sp.;;Hepática
UPTC:26:26425;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26425;26425;;JSG 025;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Brachiolejeunea laxifolia;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Brachiolejeunea;laxifolia;Especie;;(Taylor.) Schiffn;Hepática
UPTC:26:26426;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26426;26426;;JSG 026;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Polytrichum ericoides;Plantae;Bryophyta;Polytrichopsida;Polytrichales;Polytrichaceae;Polytrichum;ericoides;Especie;;Hampe;Musgo
UPTC:26:26427;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26427;26427;;JSG 027;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;aff. flexifolium;Leptodontium flexifolium;Plantae;Bryophyta;Bryopsida;Pottiales;Pottiaceae;Leptodontium;flexifolium;Especie;;(Dicks) Hampe;Musgo
UPTC:26:26428;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26428;26428;;JSG 028;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Leptodontium viticulosoides;Plantae;Bryophyta;Bryopsida;Pottiales;Pottiaceae;Leptodontium;viticulosoides;Especie;;(P. beauv.) Wijk & Margad;Musgo
UPTC:26:26429;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26429;26429;;JSG 029;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;aff. uncigera;Metzgeria uncigera;Plantae;Marchantiophyta;Jungermanniopsida;Metzgeriales;Metzgeriaceae;Metzgeria;uncigera;Especie;;A. Evans;Hepática
UPTC:26:26430;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26430;26430;;JSG 030;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Barbula;Plantae;Bryophyta;Bryopsida;Pottiales;Pottiaceae;Barbula;;Género;sp.;;Musgo
UPTC:26:26431;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26431;26431;;JSG 031;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Brachymenium speciosum;Plantae;Bryophyta;Bryopsida;Bryales;Bryaceae;Brachymenium;speciosum;Especie;;(Hook & Wilson ) Steere;Musgo
UPTC:26:26432;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26432;26432;;JSG 032;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Telaranea nematodes;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Lepidoziaceae;Telaranea;nematodes;Especie;;(Austin) M. Howe;Hepática
UPTC:26:26433;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26433;26433;;JSG 033;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;cf. flexuosus;Campylopus flexuosus;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;flexuosus;Especie;;(Hedw.) Brid.;Musgo
UPTC:26:26434;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26434;26434;;JSG 034;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;4/05/2018;8:00/16:00;2018;5;4;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3411;3411;3411;5°24'59.3''N | 73°36'3.6''W;5°24'59.3''N;73°36'3.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Metzgeria scyphigera;Plantae;Marchantiophyta;Jungermanniopsida;Metzgeriales;Metzgeriaceae;Metzgeria;scyphigera;Especie;;A. Evans;Hepática
UPTC:26:26435;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26435;26435;;JSG 035;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Brachiolejeunea laxifolia;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Brachiolejeunea;laxifolia;Especie;;(Taylor.) Schiffn;Hepática
