id	type	language	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	occurrenceStatus	preparations	disposition	otherCatalogNumbers	samplingProtocol	samplingEffort	eventDate	eventTime	year	month	day	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	identifiedBy	dateIdentified	identificationQualifier	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName
UPTC:26:27783	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27783	27783		D.A-Moreno 4457	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-26	8:00/16:00	2019	02	26	Bosque	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda San Ignacio		3282	3282	3282	5°43.154'N | 72°44.373'W	5°43.154'N	72°44.373'W	Grados minutos segundos	WGS84	5.7192333	-72.73955	WGS84		D. A. Moreno			Metzgeria leptoneura	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Metzgeriaceae	Metzgeria	leptoneura	Especie		Spruce	Hepática
UPTC:26:27784	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27784	27784		D.A-Moreno 4458	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-26	8:00/16:00	2019	02	26	Bosque	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda San Ignacio		3282	3282	3282	5°43.154'N | 72°44.373'W	5°43.154'N	72°44.373'W	Grados minutos segundos	WGS84	5.7192333	-72.73955	WGS84		D. A. Moreno			Sematophyllaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae			Familia			Musgo
UPTC:26:27785	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27785	27785		D.A-Moreno 4459	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-26	8:00/16:00	2019	02	26	Bosque	Madera en descomposición	SA	Colombia	CO	Boyacá	Mongua	Vereda San Ignacio		3282	3282	3282	5°43.154'N | 72°44.373'W	5°43.154'N	72°44.373'W	Grados minutos segundos	WGS84	5.7192333	-72.73955	WGS84		D. A. Moreno			Porotrichum lancifrons	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Porotrichum	lancifrons	Especie		(Hampe.) Mitt.	Musgo
UPTC:26:27786	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27786	27786		D.A-Moreno 4460	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-26	8:00/16:00	2019	02	26	Bosque	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda San Ignacio		3282	3282	3282	5°43.154'N | 72°44.373'W	5°43.154'N	72°44.373'W	Grados minutos segundos	WGS84	5.7192333	-72.73955	WGS84		D. A. Moreno			Phyllogonium fulgens	Plantae	Bryophyta	Bryopsida	Hypnales	Phyllogoniaceae	Phyllogonium	fulgens	Especie		(Hedw.) Brid.	Musgo
UPTC:26:27787	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27787	27787		D.A-Moreno 4461	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-26	8:00/16:00	2019	02	26	Bosque	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda San Ignacio		3282	3282	3282	5°43.154'N | 72°44.373'W	5°43.154'N	72°44.373'W	Grados minutos segundos	WGS84	5.7192333	-72.73955	WGS84		D. A. Moreno			Leptoscyphus amphibolius	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae	Leptoscyphus	amphibolius	Especie		(Nees.) Grolle	Hepática
UPTC:26:27788	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27788	27788		D.A-Moreno 4462	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-26	8:00/16:00	2019	02	26	Bosque	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda San Ignacio		3282	3282	3282	5°43.154'N | 72°44.373'W	5°43.154'N	72°44.373'W	Grados minutos segundos	WGS84	5.7192333	-72.73955	WGS84		D. A. Moreno			Lepidopilum longifolium	Plantae	Bryophyta	Bryopsida	Hookeriales	Pilotrichaceae	Lepidopilum	longifolium	Especie		Hampe.	Musgo
UPTC:26:27789	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27789	27789		D.A-Moreno 4463	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-26	8:00/16:00	2019	02	26	Bosque	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda San Ignacio		3282	3282	3282	5°43.154'N | 72°44.373'W	5°43.154'N	72°44.373'W	Grados minutos segundos	WGS84	5.7192333	-72.73955	WGS84		D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27790	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27790	27790		D.A-Moreno 4464	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Hypnum amabile	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Hypnum	amabile	Especie		(Mitt.) Hampe	Musgo
UPTC:26:27791	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27791	27791		D.A-Moreno 4465	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27792	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27792	27792		D.A-Moreno 4466	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Neckera chilensis	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Neckera	chilensis	Especie		Mont.	Musgo
UPTC:26:27793	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27793	27793		D.A-Moreno 4467	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Frullania paradoxa	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	paradoxa	Especie		Lehm. & Lindenb.	Hepática
UPTC:26:27794	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27794	27794		D.A-Moreno 4468	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Frullania riojaneirensis	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	riojaneirensis	Especie		(Raddi.) Spruce	Hepática
UPTC:26:27795	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27795	27795		D.A-Moreno 4469	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27796	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27796	27796		D.A-Moreno 4470	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Dicranaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae			Familia			Musgo
UPTC:26:27797	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27797	27797		D.A-Moreno 4471	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Metzgeria liebmanniana	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Metzgeriaceae	Metzgeria	liebmanniana	Especie		Lindenb. & Gottsche.	Hepática
UPTC:26:27798	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27798	27798		D.A-Moreno 4472	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Campylopus	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus		Género	sp.		Musgo
UPTC:26:27799	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27799	27799		D.A-Moreno 4473	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27800	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27800	27800		D.A-Moreno 4474	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Campylopus	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus		Género	sp.		Musgo
UPTC:26:27801	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27801	27801		D.A-Moreno 4475	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Hedwigidium imberbe	Plantae	Bryophyta	Bryopsida	Hypnales	Hedwigiaceae	Hedwigidium	imberbe	Especie		(Sm.) Bruch & Schimp.	Musgo
UPTC:26:27802	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27802	27802		D.A-Moreno 4476	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Herbertus grossispinus	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus	grossispinus	Especie		Fulford.	Hepática
UPTC:26:27803	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27803	27803		D.A-Moreno 4477	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Thuidium peruvianum	Plantae	Bryophyta	Bryopsida	Hypnales	Thuidiaceae	Thuidium	peruvianum	Especie		Mitt.	Musgo
UPTC:26:27804	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27804	27804		D.A-Moreno 4478	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Pleurozium schreberi	Plantae	Bryophyta	Bryopsida	Hypnales	Hylocomiaceae	Pleurozium	schreberi	Especie		(Brid.) Mitt.	Musgo
UPTC:26:27805	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27805	27805		D.A-Moreno 4479	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27806	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27806	27806		D.A-Moreno 4480	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Sematophyllaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae			Familia			Musgo
UPTC:26:27807	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27807	27807		D.A-Moreno 4481	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Pylaisia falcata	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Pylaisia	falcata	Especie		Schimp.	Musgo
UPTC:26:27808	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27808	27808		D.A-Moreno 4482	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:27809	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27809	27809		D.A-Moreno 4483	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Cryphaea ramosa	Plantae	Bryophyta	Bryopsida	Hypnales	Cryphaeaceae	Cryphaea	ramosa	Especie		(Mitt.) Wilson.	Musgo
UPTC:26:27810	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27810	27810		D.A-Moreno 4484	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Madera en descomposición	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Brachythecium consimile	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Brachythecium	consimile	Especie		(Mitt.) A. Jaeger	Musgo
UPTC:26:27811	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27811	27811		D.A-Moreno 4485	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Prionodon fuscolutescens	Plantae	Bryophyta	Bryopsida	Hypnales	Prionodontaceae	Prionodon	fuscolutescens	Especie		Hampe.	Musgo
UPTC:26:27812	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27812	27812		D.A-Moreno 4486	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Meteoridium remotifolium	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Meteoridium	remotifolium	Especie		(Müll. Hal.) Manuel	Musgo
UPTC:26:27813	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27813	27813		D.A-Moreno 4487	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Neckera chilensis	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Neckera	chilensis	Especie		Mont.	Musgo
UPTC:26:27814	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27814	27814		D.A-Moreno 4488	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:27815	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27815	27815		D.A-Moreno 4489	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:27816	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27816	27816		D.A-Moreno 4490	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27817	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27817	27817		D.A-Moreno 4491	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Mittenothamnium reptans	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Mittenothamnium	reptans	Especie		(Hedw.) Cardot	Musgo
UPTC:26:27818	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27818	27818		D.A-Moreno 4492	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Dicranaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae			Familia			Musgo
UPTC:26:27819	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27819	27819		D.A-Moreno 4493	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Monguí	Vereda Hato Viejo		3542	3542	3542	5°41.040'N | 72°49.725'W	5°41.040'N	72°49.725'W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		D. A. Moreno			Pogonatum campylocarpon	Plantae	Bryophyta	Polytrichopsida	Polytrichales	Polytrichaceae	Pogonatum	campylocarpon	Especie		(Müll. Hal.) Mitt	Musgo
