id	type	language	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	occurrenceStatus	preparations	disposition	otherCatalogNumbers	samplingProtocol	samplingEffort	eventDate	eventTime	year	month	day	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	identifiedBy	dateIdentified	identificationQualifier	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName
UPTC:26:27656	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27656	27656		D.A-Moreno 4330	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Saxícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27657	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27657	27657		D.A-Moreno 4331	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Saxícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Anastrophyllum auritum	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Scapaniaceae	Anastrophyllum	auritum	Especie		(Lehm.) Steph.	Hepática
UPTC:26:27658	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27658	27658		D.A-Moreno 4332	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:27659	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27659	27659		D.A-Moreno 4333	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Campylopus	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus		Género	sp.		Musgo
UPTC:26:27660	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27660	27660		D.A-Moreno 4334	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Herbertus acanthelius	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus	acanthelius	Especie		Spruce	Hepática
UPTC:26:27661	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27661	27661		D.A-Moreno 4335	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Lepidopilum longifolium	Plantae	Bryophyta	Bryopsida	Hookeriales	Pilotrichaceae	Lepidopilum	longifolium	Especie		Hampe.	Musgo
UPTC:26:27662	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27662	27662		D.A-Moreno 4336	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:27663	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27663	27663		D.A-Moreno 4337	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Saxícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Thuidium peruvianum	Plantae	Bryophyta	Bryopsida	Hypnales	Thuidiaceae	Thuidium	peruvianum	Especie		Mitt.	Musgo
UPTC:26:27664	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27664	27664		D.A-Moreno 4338	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Phyllogonium fulgens	Plantae	Bryophyta	Bryopsida	Hypnales	Phyllogoniaceae	Phyllogonium	fulgens	Especie		(Hedw.) Brid.	Musgo
UPTC:26:27665	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27665	27665		D.A-Moreno 4339	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Dicranaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae			Familia			Musgo
UPTC:26:27666	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27666	27666		D.A-Moreno 4340	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Sphagnum	Plantae	Bryophyta	Sphagnopsida	Sphagnales	Sphagnaceae	Sphagnum		Género	sp.		Musgo
UPTC:26:27667	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27667	27667		D.A-Moreno 4341	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Acidodontium megalocarpum	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Acidodontium	megalocarpum	Especie		(Hook.) Renauld & Cardot.	Musgo
UPTC:26:27668	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27668	27668		D.A-Moreno 4342	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Saxícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Platyhypnidium aquaticum	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Platyhypnidium	aquaticum	Especie		(A.Jaeger) M. Fleisch	Musgo
UPTC:26:27669	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27669	27669		D.A-Moreno 4343	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27670	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27670	27670		D.A-Moreno 4344	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Saxícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27671	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27671	27671		D.A-Moreno 4345	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Porotrichodendron lindigii	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Porotrichodendron	lindigii	Especie		(Hampe.) W.R. Buck	Musgo
UPTC:26:27672	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27672	27672		D.A-Moreno 4346	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Dicranaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae			Familia			Musgo
UPTC:26:27673	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27673	27673		D.A-Moreno 4347	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Pleurozium schreberi	Plantae	Bryophyta	Bryopsida	Hypnales	Hylocomiaceae	Pleurozium	schreberi	Especie		(Brid.) Mitt.	Musgo
UPTC:26:27674	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27674	27674		D.A-Moreno 4348	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:27675	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27675	27675		D.A-Moreno 4349	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Rhacocarpus purpurascens	Plantae	Bryophyta	Bryopsida	Hedwigiales	Rhacocarpaceae	Rhacocarpus	purpurascens	Especie		(Brid.) Paris	Musgo
UPTC:26:27676	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27676	27676		D.A-Moreno 4350	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Acidodontium megalocarpum	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Acidodontium	megalocarpum	Especie		(Hook.) Renauld & Cardot.	Musgo
UPTC:26:27677	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27677	27677		D.A-Moreno 4351	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Saxícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Breutelia subdisticha	Plantae	Bryophyta	Bryopsida	Bartramiales	Bartramiaceae	Breutelia	subdisticha	Especie		(Hampe) A. Jaeger	Musgo
UPTC:26:27678	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27678	27678		D.A-Moreno 4352	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Lepidozia alstonii	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lepidoziaceae	Lepidozia	alstonii	Especie		Fulford.	Hepática
UPTC:26:27679	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27679	27679		D.A-Moreno 4353	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Saxícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Dicranaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae			Familia			Musgo
UPTC:26:27680	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27680	27680		D.A-Moreno 4354	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Hypnum amabile	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Hypnum	amabile	Especie		(Mitt.) Hampe	Musgo
UPTC:26:27681	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27681	27681		D.A-Moreno 4355	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Acrolejeunea	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	Acrolejeunea		Género	sp.		Hepática
UPTC:26:27682	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27682	27682		D.A-Moreno 4356	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Dicranaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae			Familia			Musgo
UPTC:26:27683	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27683	27683		D.A-Moreno 4357	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Marchantia polymorpha	Plantae	Marchantiophyta	Marchantiopsida	Marchantiales	Marchantiaceae	Marchantia	polymorpha	Especie		(L.)	Hepática
UPTC:26:27684	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27684	27684		D.A-Moreno 4358	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Saxícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Grimmia longirostris	Plantae	Bryophyta	Bryopsida	Grimmiales	Grimmiaceae	Grimmia	longirostris	Especie		Hook.	Musgo
UPTC:26:27685	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27685	27685		D.A-Moreno 4359	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Neckera chilensis	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Neckera	chilensis	Especie		Mont.	Musgo
UPTC:26:27686	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27686	27686		D.A-Moreno 4360	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Saxícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Bryum capillare	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Bryum	capillare	Especie		Hedw.	Musgo
UPTC:26:27687	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27687	27687		D.A-Moreno 4361	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Porotrichum mutabile	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Porotrichum	mutabile	Especie		Hampe.	Musgo
UPTC:26:27688	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27688	27688		D.A-Moreno 4362	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:27689	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27689	27689		D.A-Moreno 4363	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Frullania convoluta	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	convoluta	Especie		Lindenb. & Hampe.	Hepática
UPTC:26:27690	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27690	27690		D.A-Moreno 4364	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Cortícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Heterophyllium affine	Plantae	Bryophyta	Bryopsida	Hypnales	Pylaisiadelphaceae	Heterophyllium	affine	Especie		(Hook.) M. Fleisch	Musgo
UPTC:26:27691	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27691	27691		D.A-Moreno 4365	D. A. Moreno | N. T. Manrique	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-24	8:00/16:00	2019	02	24	Arbustal	Terrícola	SA	Colombia	CO	Boyacá	Mongua	Vereda El Carmen		3480	3480	3480	5°41'54.8''N | 72°47'18.4''W	5°41'54.8''N	72°47'18.4''W	Grados minutos segundos	WGS84	5.6985556	-72.7884444	WGS84		D. A. Moreno			Dicranaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae			Familia			Musgo
