id;type;language;institutionID;institutionCode;collectionCode;ownerInstitutionCode;basisOfRecord;occurrenceID;catalogNumber;occurrenceRemarks;recordNumber;recordedBy;individualCount;occurrenceStatus;preparations;disposition;otherCatalogNumbers;samplingProtocol;samplingEffort;eventDate;eventTime;year;month;day;habitat;eventRemarks;continent;country;countryCode;stateProvince;county;locality;verbatimElevation;minimumElevationInMeters;maximumElevationInMeters;verbatimCoordinates;verbatimLatitude;verbatimLongitude;verbatimCoordinateSystem;verbatimSRS;decimalLatitude;decimalLongitude;geodeticDatum;identifiedBy;dateIdentified;identificationQualifier;scientificName;kingdom;phylum;class;order;family;genus;specificEpithet;taxonRank;verbatimTaxonRank;scientificNameAuthorship;vernacularName
UPTC:26:25678;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25678;25678;Fronda de 20 a 25 cm de longitud, soros cafés ubicados hacia el ápice de la lámina;392;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;4/08/2018;8:00/16:00;2018;8;4;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda Albañil, sector La Mesa;3043;3043;;5°23'28.9''N | 73°14'55.1''W;5°23'28.9''N;73°14'55.1''W;Grados minutos segundos;WGS84;53913611;-732486389;WGS84;Humberto Mendoza;2018-05-30;;Melpomene flabelliformis;Plantae;Monilophyta;Polypodiopsida;Polypodiales;Polypodiaceae;Melpomene;flabelliformis;Especie;Nan;(Poir.) A.R.Sm. & R.C.Moran;Nan
UPTC:26:25691;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25691;25691;Terrestre, fronda 60 cm longitud, colecta sin raquis, soros color café;319;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Sofía Gómez-Parra;2018-05-30;;Sticherus revolutus;Plantae;Monilophyta;Polypodiopsida;Gleicheniales;Gleicheniaceae;Sticherus;revolutus;Especie;Nan;(Kunth) Ching;Nan
UPTC:26:25123;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25123;25123;Hierba de 30 a 40 cm de altura, creciendo a orilla de camino;282;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Naisla Manrique;2018-08-24;;Juncus ecuadoriensis;Plantae;Magnoliophyta;Liliopsida;Poales;Juncaceae;Juncus;ecuadoriensis;Especie;Nan;Balslev;Nan
UPTC:26:25124;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25124;25124;Arbusto de de 2 m de altura, frutos morados;236;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;1/08/2018;8:00/16:00;2018;8;1;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda Albañil, laguna La Calderona;3148;3148;;5°23'31.6''N | 73°14'38.2''W;5°23'31.6''N;73°14'38.2''W;Grados minutos segundos;WGS84;53921111;-732439444;WGS84;Naisla Manrique;2018-08-21;;Miconia cleefii;Plantae;Magnoliophyta;Magnoliopsida;Myrtales;Melastomataceae;Miconia;cleefii;Especie;Nan;L. Uribe;Nan
UPTC:26:25125;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25125;25125;Arbusto de 60 cm de altura, flores color rosa;239;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;1/08/2018;8:00/16:00;2018;8;1;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda Albañil, laguna La Calderona;3148;3148;;5°23'31.6''N | 73°14'38.2''W;5°23'31.6''N;73°14'38.2''W;Grados minutos segundos;WGS84;53921111;-732439444;WGS84;Naisla Manrique;2018-08-15;;Disterigma empetrifolium;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Ericaceae;Disterigma;empetrifolium;Especie;Nan;(Kunth) Nied.;Nan
UPTC:26:25126;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25126;25126;Arbusto de 50 cm de talla, flores rosadas;298;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Naisla Manrique;2018-08-15;;Disterigma empetrifolium;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Ericaceae;Disterigma;empetrifolium;Especie;Nan;(Kunth) Nied.;Nan
UPTC:26:25127;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25127;25127;Arbusto de 60 cm de talla, botones florales rojos;292;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Naisla Manrique;2018-08-15;;Macleania rupestris;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Ericaceae;Macleania;rupestris;Especie;Nan;(Kunth) A.C.Sm.;Nan
UPTC:26:25128;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25128;25128;Hierba bejucosa con flores rosadas;269;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Naisla Manrique;2018-08-15;;Sphyrospermum cordifolium;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Ericaceae;Sphyrospermum;cordifolium;Especie;Nan;Benth.;Nan
UPTC:26:25129;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25129;25129;Hierba bejucosa con flores rosadas;297;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Naisla Manrique;2018-08-15;;Sphyrospermum cordifolium;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Ericaceae;Sphyrospermum;cordifolium;Especie;Nan;Benth.;Nan
UPTC:26:25130;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25130;25130;Hierba bejucosa, inflorescencia color rojo oscuro, frutos rojo-amarillentos;281;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Sofía Gómez-Parra;2018-08-13;;Bomarea hirsuta;Plantae;Magnoliophyta;Liliopsida;Liliales;Alstroemeriaceae;Bomarea;hirsuta;Especie;Nan;(Kunth) Herb.;Nan
UPTC:26:25131;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25131;25131;Arbusto de 2 m de altura, rutos inmaduros verdes, maduros rojizos;289;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;María Malagón;2018-09-03;;Geissanthus andinus;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Primulaceae;Geissanthus;andinus;Especie;Nan;Mez;Nan
UPTC:26:25132;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25132;25132;Epífita, flores con pétalos rosados y columna amarilla;283;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Sofía Gómez-Parra;2018-09-04;;Epidendrum oxysepalum;Plantae;Magnoliophyta;Liliopsida;Asparagales;Orchidaceae;Epidendrum;oxysepalum;Especie;Nan;Hágsater & E.Santiago;Nan
UPTC:26:25133;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25133;25133;Arbusto de con margen de las hojas, base de las nervaduras y peciolos rojizos, flores rosadas con estambres color crema;252;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;1/08/2018;8:00/16:00;2018;8;1;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda Albañil, laguna La Calderona;3148;3148;;5°23'31.6''N | 73°14'38.2''W;5°23'31.6''N;73°14'38.2''W;Grados minutos segundos;WGS84;53921111;-732439444;WGS84;Sofía Gómez-Parra;2018-08-24;;Fuchsia petiolaris;Plantae;Magnoliophyta;Magnoliopsida;Myrtales;Onagraceae;Fuchsia;petiolaris;Especie;Nan;Kunth;Nan
UPTC:26:25135;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25135;25135;Arbusto de 3 m de altura, frutos inmaduros verdes, maduros morado oscuro;287;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Sofía Gómez-Parra;2018-08-23;;Myrcianthes rhopaloides;Plantae;Magnoliophyta;Magnoliopsida;Myrtales;Myrtaceae;Myrcianthes;rhopaloides;Especie;Nan;(Kunth) McVaugh;Nan
UPTC:26:25136;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25136;25136;Arbusto de 3 m altura, flores color crema, inflorescencia axilar;272;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Sofía Gómez-Parra;2018-08-24;;Cybianthus iteoides;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Primulaceae;Cybianthus;iteoides;Especie;Nan;(Benth.) G.Agostini;Nan
UPTC:26:25137;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25137;25137;Hierba 30 cm de altura, flores con pétalos morados;276;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Naisla Manrique;2018-05-05;;Orchidaceae;Plantae;Magnoliophyta;Liliopsida;Asparagales;Orchidaceae;;;Familia;Nan;;Nan
UPTC:26:25138;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25138;25138;Epífita creciendo sobre musgo, flores amarillas;263;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;1/08/2018;8:00/16:00;2018;8;1;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda Albañil, laguna La Calderona;3148;3148;;5°23'31.6''N | 73°14'38.2''W;5°23'31.6''N;73°14'38.2''W;Grados minutos segundos;WGS84;53921111;-732439444;WGS84;Sofía Gómez-Parra;2018-08-30;;Specklinia zephyrina;Plantae;Magnoliophyta;Liliopsida;Asparagales;Orchidaceae;Specklinia;zephyrina;Especie;Nan;(Rchb.f.) Luer;Nan
UPTC:26:25139;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25139;25139;Epífita, inflorescencia con flores amarillas, columna de color oscuro;268;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;"Humberto Mendoza; María Malagón; Sofía Gómez-Parra";2018-05-30;;Epidendrum erosum;Plantae;Magnoliophyta;Liliopsida;Asparagales;Orchidaceae;Epidendrum;erosum;Especie;Nan;Ames & C.Schweinf.;Nan
UPTC:26:25140;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25140;25140;Epífita con inflorescencia de 30 cm, flores blancas;264;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;1/08/2018;8:00/16:00;2018;8;1;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda Albañil, laguna La Calderona;3148;3148;;5°23'31.6''N | 73°14'38.2''W;5°23'31.6''N;73°14'38.2''W;Grados minutos segundos;WGS84;53921111;-732439444;WGS84;Sofía Gómez-Parra;2018-09-04;cf. ligulata;Stelis ligulata;Plantae;Magnoliophyta;Liliopsida;Asparagales;Orchidaceae;Stelis;ligulata;Especie;Nan;(Lindl.) Pridgeon & M.W.Chase;Nan
UPTC:26:25141;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25141;25141;Epífita de 60 cm, flores amarillo pálido con venas color morado;260;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;1/08/2018;8:00/16:00;2018;8;1;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda Albañil, laguna La Calderona;3148;3148;;5°23'31.6''N | 73°14'38.2''W;5°23'31.6''N;73°14'38.2''W;Grados minutos segundos;WGS84;53921111;-732439444;WGS84;Sofía Gómez-Parra;2018-09-05;cf. bicornis;Pleurothallis bicornis;Plantae;Magnoliophyta;Liliopsida;Asparagales;Orchidaceae;Pleurothallis;bicornis;Especie;Nan;Lindl.;Nan
UPTC:26:25142;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25142;25142;Epífita con cápsula color verde;284;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Sofía Gómez-Parra;2018-05-30;;Epidendrum;Plantae;Magnoliophyta;Liliopsida;Asparagales;Orchidaceae;Epidendrum;;Género;sp.;;Nan
UPTC:26:25143;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25143;25143;Inflorescencia verde amarillenta, pétalos con tonalidades rosadas;241;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;1/08/2018;8:00/16:00;2018;8;1;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda Albañil, laguna La Calderona;3148;3148;;5°23'31.6''N | 73°14'38.2''W;5°23'31.6''N;73°14'38.2''W;Grados minutos segundos;WGS84;53921111;-732439444;WGS84;Sofía Gómez-Parra;2018-09-04;;Epidendrum pittieri;Plantae;Magnoliophyta;Liliopsida;Asparagales;Orchidaceae;Epidendrum;pittieri;Especie;Nan;Ames;Nan
UPTC:26:25145;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25145;25145;Árbol de 7 m de altura, botones florales amarillos;247;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;1/08/2018;8:00/16:00;2018;8;1;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda Albañil, laguna La Calderona;3148;3148;;5°23'31.6''N | 73°14'38.2''W;5°23'31.6''N;73°14'38.2''W;Grados minutos segundos;WGS84;53921111;-732439444;WGS84;Naisla Manrique;2018-08-24;;Clusia elliptica;Plantae;Magnoliophyta;Magnoliopsida;Malpighiales;Clusiaceae;Clusia;elliptica;Especie;Nan;Kunth;Nan
UPTC:26:25146;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25146;25146;Flores rojas tubulares con el estigma color grisáceo;243;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;1/08/2018;8:00/16:00;2018;8;1;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda Albañil, laguna La Calderona;3148;3148;;5°23'31.6''N | 73°14'38.2''W;5°23'31.6''N;73°14'38.2''W;Grados minutos segundos;WGS84;53921111;-732439444;WGS84;Naisla Manrique;2018-08-14;;Siphocampylus scandens;Plantae;Magnoliophyta;Magnoliopsida;Asterales;Campanulaceae;Siphocampylus;scandens;Especie;Nan;(Kunth) G. Don;Nan
UPTC:26:25147;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25147;25147;Tallo rojizo, botones florales rojos;278;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Sofía Gómez-Parra;2018-05-30;;Begonia ferruginea;Plantae;Magnoliophyta;Magnoliopsida;Cucurbitales;Begoniaceae;Begonia;ferruginea;Especie;Nan;L. f.;Nan
UPTC:26:25148;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25148;25148;Arbusto de 2 m de altura, flores rojizas;244;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;1/08/2018;8:00/16:00;2018;8;1;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda Albañil, laguna La Calderona;3148;3148;;5°23'31.6''N | 73°14'38.2''W;5°23'31.6''N;73°14'38.2''W;Grados minutos segundos;WGS84;53921111;-732439444;WGS84;Naisla Manrique;2018-08-22;;Tibouchina grossa;Plantae;Magnoliophyta;Magnoliopsida;Myrtales;Melastomataceae;Tibouchina;grossa;Especie;Nan;(L. f.) Cogn.;Nan
UPTC:26:25149;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25149;25149;Arbusto de 2 m de altura, tallo con partes rojizas, flores moradas;245;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;1/08/2018;8:00/16:00;2018;8;1;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda Albañil, laguna La Calderona;3148;3148;;5°23'31.6''N | 73°14'38.2''W;5°23'31.6''N;73°14'38.2''W;Grados minutos segundos;WGS84;53921111;-732439444;WGS84;Naisla Manrique;2018-08-22;;Miconia stipularis;Plantae;Magnoliophyta;Magnoliopsida;Myrtales;Melastomataceae;Miconia;stipularis;Especie;Nan;Naudin;Nan
UPTC:26:25150;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25150;25150;Hierba rastrera, creciendo a orilla de camino;296;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Humberto Mendoza;2018-05-30;;Diphasium jussiaei;Plantae;Lycopodiophyta;Lycopodiopsida;Lycopodiales;Lycopodiaceae;Diphasium;jussiaei;Especie;Nan;(Poir.) Rothm.;Nan
UPTC:26:25151;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25151;25151;Hierba rastrera, creciendo a orilla de camino;274;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Sofía Gómez-Parra;2018-05-30;;Lycopodium clavatum;Plantae;Lycopodiophyta;Lycopodiopsida;Lycopodiales;Lycopodiaceae;Lycopodium;clavatum;Especie;Nan;L.;Nan
UPTC:26:25152;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25152;25152;Hierba con hojas palmadas, inflorescencia de 30 cm de altura color rojo-amarillo;295;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;2/08/2018;8:00/16:00;2018;8;2;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda San Vicente, sector El Bote, zona fronteriza entre las veredas de San Vicente y Albañil;2958;2958;;5°23'45.4''N | 73°15'13.1''W;5°23'45.4''N;73°15'13.1''W;Grados minutos segundos;WGS84;53959444;-732536389;WGS84;Sofía Gómez-Parra;2018-05-30;;Gunnera pilosa;Plantae;Magnoliophyta;Magnoliopsida;Gunnerales;Gunneraceae;Gunnera;pilosa;Especie;Nan;Kunth;Nan
UPTC:26:25153;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25153;25153;Hierba bejucosa con flores color naranja, anteras color crema;253;Sofía Gómez-Parra | Maria del Pilar Malagón | Aura Robles;1;Presente;Seco;En colección;;Colecta general;8 Horas/ dia;1/08/2018;8:00/16:00;2018;8;1;;;SA;Colombia;CO;Boyacá;Ciénega;Vereda Albañil, laguna La Calderona;3148;3148;;5°23'31.6''N | 73°14'38.2''W;5°23'31.6''N;73°14'38.2''W;Grados minutos segundos;WGS84;53921111;-732439444;WGS84;Sofía Gómez-Parra;2018-08-21;;Columnea strigosa;Plantae;Magnoliophyta;Magnoliopsida;Lamiales;Gesneriaceae;Columnea;strigosa;Especie;Nan;Benth.;Nan
