id,type,language,institutionID,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,occurrenceRemarks,recordNumber,recordedBy,individualCount,occurrenceStatus,preparations,disposition,otherCatalogNumbers,samplingProtocol,samplingEffort,eventDate,eventTime,year,month,day,habitat,eventRemarks,continent,country,countryCode,stateProvince,county,locality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,identifiedBy,dateIdentified,identificationQualifier,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,identificationRemarks,georeferenceVerificationStatus,verbatimLocality,sampleSizeValue
UPTC:26:25508,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25508,25508,"Epífita, amento verde claro",704,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,Naisla Manrique,2018-11-23,0,Peperomia hartwegiana,Plantae,Magnoliophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,hartwegiana,Especie,0,Miq.,0,0.0,,,
UPTC:26:25465,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25465,25465,"Epífita, soros verdes y cafés",705,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,Sofía Gómez-Parra,2018-11-19,0,Hymenophyllum myriocarpum,Plantae,Monilophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,myriocarpum,Especie,0,Hook.,0,0.0,,,
UPTC:26:25479,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25479,25479,"Epífita creciendo sobre musgo, amento amarillo",707,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,Naisla Manrique,2018-11-23,0,Peperomia tetraphylla,Plantae,Magnoliophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,tetraphylla,Especie,0,(G.Forst.) Hook. & Arn.,0,0.0,,,
UPTC:26:25490,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25490,25490,"Epífita, flores moradas, frutos verdes",708,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,Naisla Manrique,2018-11-23,cf. ciliaris,Stelis ciliaris,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,ciliaris,Especie,0,Lindl.,0,0.0,,,
UPTC:26:25703,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25703,25703,"Hierba con tallo rojizo, venas de las hojas rojizas, frutos rojos",709,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,María Malagón,2018-11-27,0,Phytolacca bogotensis,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca,bogotensis,Especie,0,Kunth,0,0.0,,,
UPTC:26:25797,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25797,25797,"Arbusto de 4 m, frutos inmaduros verdes, maduros morado oscuro",710,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,María Malagón,2018-11-29,cf. tomentosa,Mollinedia tomentosa,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Monimiaceae,Mollinedia,tomentosa,Especie,0,(Benth.) Tul.,0,0.0,,,
UPTC:26:25467,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25467,25467,"Epífita, escamas del rizoma pardas, soros café claro",711,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,Sofía Gómez-Parra,2018-11-19,0,Pleopeltis macrocarpa,Plantae,Monilophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pleopeltis,macrocarpa,Especie,0,(Willd.) Kaulf.,0,0.0,,,
UPTC:26:25466,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25466,25466,"Epífita, rizoma sin escamas, soros color café claro",712,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,Sofía Gómez-Parra,2018-11-19,0,Serpocaulon levigatum,Plantae,Monilophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Serpocaulon,levigatum,Especie,0,(Cav.) A.R.Sm.,0,0.0,,,
UPTC:26:25477,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25477,25477,"Hierba epífita, amento 15 cm verde",713,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,Naisla Manrique,2018-11-23,0,Peperomia acuminata,Plantae,Magnoliophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,acuminata,Especie,0,Ruiz & Pav.,0,0.0,,,
UPTC:26:25489,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25489,25489,"Epífita, pétalos morados con el centro amarillo",714,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,Naisla Manrique,2018-11-23,0,Pleurothallis,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,0,Género,sp.,0,0,0.0,,,
UPTC:26:25503,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25503,25503,"Arbusto, inflorescencia púrpura",715,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,Humberto Mendoza,2018-11-29,0,Palicourea angustifolia,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,angustifolia,Especie,0,Kunth,0,0.0,,,
UPTC:26:25473,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25473,25473,"Fronda 20 a 30 cm, escamas de rizoma pardas, soros café claro",716,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,Sofía Gómez-Parra,2018-11-20,0,Asplenium auritum,Plantae,Monilophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,auritum,Especie,0,Sw.,0,0.0,,,
UPTC:26:25699,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25699,25699,"Arbusto de 3m, hojas con envés café claro, flores rojizas, estambres blancos con anteras café",717,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,Humberto Mendoza,2018-11-29,0,Chalybea macrocarpa,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Chalybea,macrocarpa,Especie,0,(L. Uribe) M.E. Morales & Penneys,0,0.0,,,
UPTC:26:25514,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25514,25514,"Arbusto, flores rosadas",718,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,María Malagón,2018-11-30,0,Cavendishia pubescens,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,pubescens,Especie,0,(Kunth) Hemsl.,0,0.0,,,
UPTC:26:25464,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25464,25464,"Árbol de 8 m, hojas con envés claro, infrutescencia amarilla",719,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,Sofía Gómez-Parra,2018-11-16,0,Schefflera heterotricha,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,Schefflera,heterotricha,Especie,0,(Seem.) R.Vig.,0,0.0,,,
UPTC:26:25817,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25817,25817,"Arbusto de 2 m, creciendo a orilla de camino, flores amarillas",720,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-15,8:00/16:00,2018,10,15,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2668.0,2668.0,2695.0,5°45'57.7''N | 73°25'19.8''W,5°45'57.7''N,73°25'19.8''W,Grados minutos segundos,WGS84,5.7660278,-73.4221667,WGS84,Sofía Gómez-Parra,2018-11-16,0,Ulex europaeus,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Ulex,europaeus,Especie,0,L.,0,0.0,,,
UPTC:26:25506,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25506,25506,"Epífita, setas negras en peciolo, raquis y margen de la fronda",721,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,Sofía Gómez-Parra,2018-11-21,0,Elaphoglossum erinaceum,Plantae,Monilophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,erinaceum,Especie,0,(Fée) T.Moore,0,0.0,,,
UPTC:26:25472,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25472,25472,"Epífita, rizoma rastrero con escamas pardas, soros café claro",722,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,Sofía Gómez-Parra,2018-11-20,0,Arachniodes denticulata,Plantae,Monilophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Arachniodes,denticulata,Especie,0,(Sw.) Ching,0,0.0,,,
UPTC:26:25495,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25495,25495,"Epífita, flores amarillas con columna café-rojizo",723,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,Naisla Manrique,2018-11-23,cf. galeata,Stelis galeata,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,galeata,Especie,0,(Lindl.) Pridgeon & M.W.Chase,0,0.0,,,
UPTC:26:25476,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25476,25476,Parásita creciendo sobre corteza de roble,724,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,María Malagón,2018-11-28,0,Antidaphne viscoidea,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Santalaceae,Antidaphne,viscoidea,Especie,0,Poepp. & Endl.,0,0.0,,,
UPTC:26:25501,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25501,25501,"Arbusto de 2 m, frutos verde claro",725,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,María Malagón,2018-11-28,0,Primulaceae,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Primulaceae,0,0,Familia,0,0,0,0.0,,,
UPTC:26:25568,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25568,25568,"Rizoma con escamas café, escamas del peciolo y raquis café claro lustroso, soros café claro",726,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,Sofía Gómez-Parra,2018-11-20,0,Dryopteris wallichiana,Plantae,Monilophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,wallichiana,Especie,0,(Spreng.) Hyl.,0,0.0,,,
UPTC:26:25803,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25803,25803,"Arbusto de 3 m. Flores con pétalos blancos, estambres amarillos.",727,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,Sofía Gómez-Parra,2018-11-20,0,Ternstroemia,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Pentaphylacaceae,Ternstroemia,0,Género,sp.,0,0,0.0,,,
UPTC:26:25475,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25475,25475,Parásita creciendo sobre corteza de roble,728,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,María Malagón,2018-11-28,0,Antidaphne viscoidea,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Santalaceae,Antidaphne,viscoidea,Especie,0,Poepp. & Endl.,0,0.0,,,
UPTC:26:25485,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25485,25485,"Epífita, flores color crema, ápice de la columna fucsia",729,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,Naisla Manrique,2018-11-23,0,Epidendrum cylindrostachys,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,cylindrostachys,Especie,0,Rchb.f. & Warsz.,0,0.0,,,
UPTC:26:25717,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25717,25717,"Árbol de 8 m, aromático, hojas con la vena principal rojiza, flores color crema, estambres verdes",730,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,Humberto Mendoza,2018-11-29,0,Ladenbergia macrocarpa,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Ladenbergia,macrocarpa,Especie,0,(Vahl) Klotzsch,0,0.0,,,
UPTC:26:25461,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25461,25461,"Hierba, inflorescencia 80 cm, espata blanco-rosado, espadice rosado, infrutescencia 80 cm con espata verde y espadice pardo",731,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,Sofía Gómez-Parra,2018-11-17,0,Anthurium nymphaeifolium,Plantae,Magnoliophyta,Liliopsida,Alismatales,Araceae,Anthurium,nymphaeifolium,Especie,0,K.Koch & C.D. Bouché,0,0.0,,,
UPTC:26:25832,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25832,25832,"Hierba 50 cm, flores anaranjadas, estambres amarillos",732,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,María Malagón,2018-11-26,0,Crocosmia × crocosmiiflora,Plantae,Magnoliophyta,Liliopsida,Asparagales,Iridaceae,Crocosmia,crocosmiiflora,Especie,0,(Lemoine) N.E. Br.,0,0.0,,,
UPTC:26:25482,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25482,25482,"Hierba, frutos inmaduros verdes, maduros rojos",733,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,Sofía Gómez-Parra,2018-11-16,0,Rubus robustus,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rubus ,robustus,Especie,0,C.Presl.,0,0.0,,,
UPTC:26:25780,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25780,25780,"Hierba creciendo en pastizal, flores rosadas",734,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,María Malagón,2018-11-28,cf. carthagenensis,Cuphea carthagenensis,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,carthagenensis,Especie,0,(Jacq.) J.F. Macbr.,0,0.0,,,
UPTC:26:25498,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25498,25498,"Arbusto de 50 cm, frutos verdes con el ápice blanquecino",735,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,María Malagón,2018-12-01,cf. cornifolium,Solanum cornifolium,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,cornifolium,Especie,0,Dunal,0,0.0,,,
UPTC:26:25567,Evento,es,891.800.330-1,Universidad Pedagógica y Tecnológica de Colombia (UPTC),Herbario UPTC,UPTC,HumanObservation,UPTC:26:25567,25567,"Roseta 40 cm, inflorescencia 30 cm, brácteas florales rojas, flores moradas",736,Sofía Gómez | María Malagón | Aura Robles,1,Presente,Seco,En colección,,Colecta general,8 Horas/ dia,2018-10-16,8:00/16:00,2018,10,16,Bosque de roble,0,SA,Colombia,CO,Boyacá,Arcabuco,Vereda Centro,2847.0,2847.0,2847.0,5°45'31''N | 73°25'30.4''W,5°45'31''N,73°25'30.4''W,Grados minutos segundos,WGS84,5.7586111,-73.4251111,WGS84,María Malagón,2018-11-16,0,Tillandsia complanata,Plantae,Magnoliophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,complanata,Especie,0,Benth.,0,0.0,,,
